show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,year_added,month_added,duration_min,seasons,primary_genre
s101830,TV Show,Title 1831,Unknown,Unknown,United Kingdom,2011-01-29,2007,R,1 Season,Horror Movies,A Netflix title used for portfolio analytics.,2011,1,,1.0,Horror Movies
s101831,TV Show,Title 1832,Director H,Unknown,United States,2014-01-14,1982,TV-14,4 Seasons,Dramas,A Netflix title used for portfolio analytics.,2014,1,,4.0,Dramas
s101832,TV Show,Title 1833,Director J,"Actor A, Actor B",Turkey,2019-01-01,2016,TV-PG,3 Seasons,Documentaries,A Netflix title used for portfolio analytics.,2019,1,,3.0,Documentaries
s101833,TV Show,Title 1834,Unknown,"Actor A, Actor B",United Kingdom,2016-08-01,1990,TV-MA,4 Seasons,Documentaries,A Netflix title used for portfolio analytics.,2016,8,,4.0,Documentaries
s101834,Movie,Title 1835,Unknown,Unknown,United States,2014-11-04,1991,TV-MA,87 min,International Movies,A Netflix title used for portfolio analytics.,2014,11,87.0,,International Movies
s101835,Movie,Title 1836,Unknown,"Actor A, Actor B",India,2012-11-27,2009,TV-14,78 min,TV Comedies,A Netflix title used for portfolio analytics.,2012,11,78.0,,TV Comedies
s101836,TV Show,Title 1837,Unknown,Unknown,"United States, Nigeria",2011-08-15,1999,TV-14,3 Seasons,International Movies,A Netflix title used for portfolio analytics.,2011,8,,3.0,International Movies
s101837,TV Show,Title 1838,Director Z,Unknown,United States,2018-06-09,2006,TV-14,4 Seasons,Horror Movies,A Netflix title used for portfolio analytics.,2018,6,,4.0,Horror Movies
s101838,Movie,Title 1839,Unknown,"Actor A, Actor B","United States, France",2017-07-04,1991,TV-MA,107 min,Action & Adventure,A Netflix title used for portfolio analytics.,2017,7,107.0,,Action & Adventure
s101839,TV Show,Title 1840,Unknown,"Actor A, Actor B",Unknown,2010-06-11,2017,R,1 Season,International Movies,A Netflix title used for portfolio analytics.,2010,6,,1.0,International Movies
s101840,TV Show,Title 1841,Unknown,"Actor A, Actor B","Italy, Thailand",2009-09-20,1982,TV-14,5 Seasons,Comedies,A Netflix title used for portfolio analytics.,2009,9,,5.0,Comedies
s101841,Movie,Title 1842,Unknown,"Actor A, Actor B",Australia,2018-09-30,1979,TV-14,87 min,"Dramas, International Movies",A Netflix title used for portfolio analytics.,2018,9,87.0,,Dramas
s101842,Movie,Title 1843,Unknown,"Actor A, Actor B",Japan,2020-05-29,2014,PG-13,114 min,International Movies,A Netflix title used for portfolio analytics.,2020,5,114.0,,International Movies
s101843,TV Show,Title 1844,Director A,Unknown,"Turkey, United States",2018-06-12,2017,TV-14,3 Seasons,Comedies,A Netflix title used for portfolio analytics.,2018,6,,3.0,Comedies
s101844,Movie,Title 1845,Unknown,"Actor A, Actor B",United States,2016-07-12,1996,R,75 min,"Stand-Up Comedy, Thrillers",A Netflix title used for portfolio analytics.,2016,7,75.0,,Stand-Up Comedy
s101845,Movie,Title 1846,Director P,"Actor A, Actor B",United States,2009-11-03,1999,TV-14,94 min,TV Dramas,A Netflix title used for portfolio analytics.,2009,11,94.0,,TV Dramas
s101846,TV Show,Title 1847,Director X,Unknown,Australia,2017-03-06,2016,TV-14,4 Seasons,Kids' TV,A Netflix title used for portfolio analytics.,2017,3,,4.0,Kids' TV
s101847,TV Show,Title 1848,Unknown,Unknown,Brazil,2017-07-13,1996,TV-14,5 Seasons,TV Dramas,A Netflix title used for portfolio analytics.,2017,7,,5.0,TV Dramas
s101848,Movie,Title 1849,Director Y,"Actor A, Actor B",Canada,2019-10-10,2008,TV-MA,116 min,"Comedies, TV Comedies",A Netflix title used for portfolio analytics.,2019,10,116.0,,Comedies
s101849,Movie,Title 1850,Unknown,"Actor A, Actor B",United States,2008-09-10,1985,TV-MA,87 min,Horror Movies,A Netflix title used for portfolio analytics.,2008,9,87.0,,Horror Movies
s101850,Movie,Title 1851,Director J,Unknown,United Kingdom,2009-04-29,2014,TV-MA,144 min,International Movies,A Netflix title used for portfolio analytics.,2009,4,144.0,,International Movies
s101851,TV Show,Title 1852,Unknown,Unknown,Germany,2008-01-24,2002,R,4 Seasons,Action & Adventure,A Netflix title used for portfolio analytics.,2008,1,,4.0,Action & Adventure
s101852,Movie,Title 1853,Unknown,Unknown,Italy,2012-10-09,2002,TV-14,92 min,Documentaries,A Netflix title used for portfolio analytics.,2012,10,92.0,,Documentaries
s101853,Movie,Title 1854,Unknown,Unknown,Brazil,2017-03-10,2002,PG,62 min,"Comedies, International Movies",A Netflix title used for portfolio analytics.,2017,3,62.0,,Comedies
s101854,Movie,Title 1855,Director M,"Actor A, Actor B",Turkey,2013-07-11,1998,TV-MA,114 min,Horror Movies,A Netflix title used for portfolio analytics.,2013,7,114.0,,Horror Movies
s101855,Movie,Title 1856,Unknown,Unknown,Australia,2009-12-09,2003,TV-MA,50 min,"Dramas, International Movies",A Netflix title used for portfolio analytics.,2009,12,50.0,,Dramas
s101856,Movie,Title 1857,Director T,"Actor A, Actor B","United States, South Korea",2008-11-06,2017,TV-MA,92 min,International TV Shows,A Netflix title used for portfolio analytics.,2008,11,92.0,,International TV Shows
s101857,Movie,Title 1858,Director T,"Actor A, Actor B",United States,2017-04-02,2012,TV-MA,100 min,Romantic Movies,A Netflix title used for portfolio analytics.,2017,4,100.0,,Romantic Movies
s101858,Movie,Title 1859,Unknown,Unknown,Brazil,2011-07-24,1996,TV-14,77 min,"Comedies, Kids' TV",A Netflix title used for portfolio analytics.,2011,7,77.0,,Comedies
s101859,TV Show,Title 1860,Director J,Unknown,Thailand,2019-06-28,1995,TV-Y,5 Seasons,Documentaries,A Netflix title used for portfolio analytics.,2019,6,,5.0,Documentaries
s101860,Movie,Title 1861,Director W,Unknown,United Kingdom,2016-08-31,2017,R,135 min,"International TV Shows, TV Comedies",A Netflix title used for portfolio analytics.,2016,8,135.0,,International TV Shows
s101861,Movie,Title 1862,Director X,Unknown,United States,2009-02-11,2011,TV-PG,46 min,Action & Adventure,A Netflix title used for portfolio analytics.,2009,2,46.0,,Action & Adventure
s101862,TV Show,Title 1863,Unknown,Unknown,"United Kingdom, Japan",2013-04-18,2017,TV-MA,2 Seasons,"Documentaries, Kids' TV, Romantic Movies",A Netflix title used for portfolio analytics.,2013,4,,2.0,Documentaries
s101863,Movie,Title 1864,Director C,Unknown,United States,2010-07-07,2011,TV-MA,100 min,International TV Shows,A Netflix title used for portfolio analytics.,2010,7,100.0,,International TV Shows
s101864,Movie,Title 1865,Unknown,"Actor A, Actor B",United States,2015-06-06,2016,PG-13,123 min,Dramas,A Netflix title used for portfolio analytics.,2015,6,123.0,,Dramas
s101865,Movie,Title 1866,Director U,Unknown,"Germany, Nigeria",2011-07-22,1995,TV-MA,97 min,"International Movies, Romantic Movies",A Netflix title used for portfolio analytics.,2011,7,97.0,,International Movies
s101866,TV Show,Title 1867,Director R,"Actor A, Actor B",India,2015-12-21,2007,PG-13,5 Seasons,Horror Movies,A Netflix title used for portfolio analytics.,2015,12,,5.0,Horror Movies
s101867,TV Show,Title 1868,Director P,Unknown,India,2014-03-22,1984,TV-Y7,3 Seasons,International TV Shows,A Netflix title used for portfolio analytics.,2014,3,,3.0,International TV Shows
s101868,Movie,Title 1869,Unknown,"Actor A, Actor B",South Korea,2013-02-03,2011,TV-MA,76 min,"Documentaries, International Movies, Romantic Movies",A Netflix title used for portfolio analytics.,2013,2,76.0,,Documentaries
s101869,Movie,Title 1870,Director A,"Actor A, Actor B",United States,2008-04-09,2011,TV-14,138 min,"International TV Shows, TV Dramas",A Netflix title used for portfolio analytics.,2008,4,138.0,,International TV Shows
s101870,Movie,Title 1871,Unknown,"Actor A, Actor B",India,2013-09-19,1996,TV-Y7,61 min,"Dramas, Kids' TV",A Netflix title used for portfolio analytics.,2013,9,61.0,,Dramas
s101871,TV Show,Title 1872,Unknown,"Actor A, Actor B",United Kingdom,2008-04-12,1995,TV-Y7,5 Seasons,Action & Adventure,A Netflix title used for portfolio analytics.,2008,4,,5.0,Action & Adventure
s101872,Movie,Title 1873,Director W,"Actor A, Actor B",United States,2010-02-24,1975,TV-MA,90 min,TV Dramas,A Netflix title used for portfolio analytics.,2010,2,90.0,,TV Dramas
s101873,TV Show,Title 1874,Unknown,Unknown,India,2018-05-31,1998,TV-MA,3 Seasons,Action & Adventure,A Netflix title used for portfolio analytics.,2018,5,,3.0,Action & Adventure
s101874,TV Show,Title 1875,Unknown,Unknown,"Spain, Australia",2010-10-13,2006,TV-Y,4 Seasons,Romantic Movies,A Netflix title used for portfolio analytics.,2010,10,,4.0,Romantic Movies
s101875,TV Show,Title 1876,Director Q,Unknown,United Kingdom,2016-09-28,1985,NR,6 Seasons,International Movies,A Netflix title used for portfolio analytics.,2016,9,,6.0,International Movies
s101876,Movie,Title 1877,Director O,"Actor A, Actor B","South Korea, Nigeria",2012-09-28,2018,NR,89 min,"Dramas, Kids' TV",A Netflix title used for portfolio analytics.,2012,9,89.0,,Dramas
s101877,Movie,Title 1878,Unknown,"Actor A, Actor B",United States,2013-04-22,2010,R,90 min,International Movies,A Netflix title used for portfolio analytics.,2013,4,90.0,,International Movies
s101878,Movie,Title 1879,Unknown,Unknown,United States,2015-05-12,1991,TV-MA,61 min,Kids' TV,A Netflix title used for portfolio analytics.,2015,5,61.0,,Kids' TV
s101879,TV Show,Title 1880,Unknown,"Actor A, Actor B",United States,2017-11-16,2007,TV-G,3 Seasons,TV Dramas,A Netflix title used for portfolio analytics.,2017,11,,3.0,TV Dramas
s101880,TV Show,Title 1881,Director H,"Actor A, Actor B",United States,2014-06-30,2005,PG-13,2 Seasons,"Comedies, Horror Movies, TV Comedies",A Netflix title used for portfolio analytics.,2014,6,,2.0,Comedies
s101881,Movie,Title 1882,Director M,Unknown,Germany,2014-08-24,1990,R,98 min,International TV Shows,A Netflix title used for portfolio analytics.,2014,8,98.0,,International TV Shows
s101882,Movie,Title 1883,Unknown,"Actor A, Actor B",United States,2014-10-21,2005,TV-14,126 min,TV Dramas,A Netflix title used for portfolio analytics.,2014,10,126.0,,TV Dramas
s101883,TV Show,Title 1884,Director P,"Actor A, Actor B",Germany,2014-06-12,2001,PG-13,2 Seasons,"Action & Adventure, Romantic Movies",A Netflix title used for portfolio analytics.,2014,6,,2.0,Action & Adventure
s101884,Movie,Title 1885,Director W,Unknown,South Korea,2017-10-16,1985,TV-14,81 min,"Documentaries, Romantic Movies",A Netflix title used for portfolio analytics.,2017,10,81.0,,Documentaries
s101885,Movie,Title 1886,Unknown,"Actor A, Actor B",United States,2014-03-01,2002,R,73 min,"Action & Adventure, Romantic Movies",A Netflix title used for portfolio analytics.,2014,3,73.0,,Action & Adventure
s101886,Movie,Title 1887,Director Q,"Actor A, Actor B",France,2018-07-02,2003,NR,102 min,Horror Movies,A Netflix title used for portfolio analytics.,2018,7,102.0,,Horror Movies
s101887,Movie,Title 1888,Unknown,"Actor A, Actor B",Germany,2012-07-06,2016,TV-PG,56 min,TV Dramas,A Netflix title used for portfolio analytics.,2012,7,56.0,,TV Dramas
s101888,Movie,Title 1889,Unknown,"Actor A, Actor B",United States,2013-03-20,2015,TV-MA,101 min,Thrillers,A Netflix title used for portfolio analytics.,2013,3,101.0,,Thrillers
s101889,TV Show,Title 1890,Unknown,Unknown,United States,2015-12-23,2018,PG,4 Seasons,Horror Movies,A Netflix title used for portfolio analytics.,2015,12,,4.0,Horror Movies
s101890,Movie,Title 1891,Unknown,Unknown,United States,2016-11-03,2009,TV-14,52 min,"Horror Movies, Thrillers",A Netflix title used for portfolio analytics.,2016,11,52.0,,Horror Movies
s101891,TV Show,Title 1892,Unknown,Unknown,"Australia, United States",2015-02-07,2003,TV-MA,3 Seasons,Romantic Movies,A Netflix title used for portfolio analytics.,2015,2,,3.0,Romantic Movies
s101892,TV Show,Title 1893,Director F,"Actor A, Actor B",South Korea,2019-01-01,2007,TV-14,3 Seasons,Kids' TV,A Netflix title used for portfolio analytics.,2019,1,,3.0,Kids' TV
s101893,Movie,Title 1894,Unknown,"Actor A, Actor B",United Kingdom,2008-10-11,1975,TV-14,99 min,Romantic Movies,A Netflix title used for portfolio analytics.,2008,10,99.0,,Romantic Movies
s101894,Movie,Title 1895,Unknown,Unknown,Spain,2009-04-03,1994,TV-MA,56 min,"Documentaries, Kids' TV",A Netflix title used for portfolio analytics.,2009,4,56.0,,Documentaries
s101895,Movie,Title 1896,Unknown,Unknown,Turkey,2012-03-07,2016,PG-13,136 min,Horror Movies,A Netflix title used for portfolio analytics.,2012,3,136.0,,Horror Movies
s101896,TV Show,Title 1897,Director V,Unknown,United Kingdom,2010-12-15,1983,TV-14,3 Seasons,Kids' TV,A Netflix title used for portfolio analytics.,2010,12,,3.0,Kids' TV
s101897,Movie,Title 1898,Unknown,"Actor A, Actor B",United States,2008-12-20,1978,R,82 min,"Dramas, TV Comedies",A Netflix title used for portfolio analytics.,2008,12,82.0,,Dramas
s101898,Movie,Title 1899,Unknown,Unknown,"Nigeria, India",2012-04-27,1990,TV-MA,88 min,Kids' TV,A Netflix title used for portfolio analytics.,2012,4,88.0,,Kids' TV
s101899,Movie,Title 1900,Director K,Unknown,United States,2018-09-01,2013,PG,89 min,TV Dramas,A Netflix title used for portfolio analytics.,2018,9,89.0,,TV Dramas
s101900,TV Show,Title 1901,Unknown,Unknown,India,2009-02-13,2007,TV-PG,2 Seasons,"Comedies, TV Comedies",A Netflix title used for portfolio analytics.,2009,2,,2.0,Comedies
s101901,TV Show,Title 1902,Unknown,Unknown,"France, Brazil",2013-09-09,2016,TV-MA,3 Seasons,Action & Adventure,A Netflix title used for portfolio analytics.,2013,9,,3.0,Action & Adventure
s101902,TV Show,Title 1903,Unknown,"Actor A, Actor B",Germany,2014-04-17,2016,TV-MA,3 Seasons,"Action & Adventure, Horror Movies",A Netflix title used for portfolio analytics.,2014,4,,3.0,Action & Adventure
s101903,TV Show,Title 1904,Unknown,Unknown,Mexico,2019-04-08,2005,TV-MA,5 Seasons,"Documentaries, TV Dramas",A Netflix title used for portfolio analytics.,2019,4,,5.0,Documentaries
s101904,Movie,Title 1905,Unknown,"Actor A, Actor B",United States,2016-05-29,2004,TV-PG,153 min,"Action & Adventure, TV Comedies",A Netflix title used for portfolio analytics.,2016,5,153.0,,Action & Adventure
s101905,Movie,Title 1906,Unknown,Unknown,Mexico,2019-01-01,1989,NR,105 min,"Comedies, Thrillers",A Netflix title used for portfolio analytics.,2019,1,105.0,,Comedies
s101906,Movie,Title 1907,Unknown,Unknown,Mexico,2016-05-22,2014,TV-MA,103 min,"Comedies, Stand-Up Comedy",A Netflix title used for portfolio analytics.,2016,5,103.0,,Comedies
s101907,Movie,Title 1908,Unknown,"Actor A, Actor B",United States,2010-05-17,2011,TV-MA,111 min,"Documentaries, Kids' TV, TV Dramas",A Netflix title used for portfolio analytics.,2010,5,111.0,,Documentaries
s101908,Movie,Title 1909,Director T,"Actor A, Actor B",United Kingdom,2019-06-11,1978,PG-13,138 min,Action & Adventure,A Netflix title used for portfolio analytics.,2019,6,138.0,,Action & Adventure
s101909,Movie,Title 1910,Unknown,"Actor A, Actor B",Turkey,2020-10-05,2010,TV-MA,72 min,Documentaries,A Netflix title used for portfolio analytics.,2020,10,72.0,,Documentaries
s101910,Movie,Title 1911,Unknown,Unknown,United States,2009-08-24,1985,TV-Y7,86 min,Romantic Movies,A Netflix title used for portfolio analytics.,2009,8,86.0,,Romantic Movies
s101911,TV Show,Title 1912,Unknown,Unknown,Turkey,2009-04-07,1998,UR,3 Seasons,TV Dramas,A Netflix title used for portfolio analytics.,2009,4,,3.0,TV Dramas
s101912,Movie,Title 1913,Director O,"Actor A, Actor B",United States,2017-01-11,1998,PG,57 min,Romantic Movies,A Netflix title used for portfolio analytics.,2017,1,57.0,,Romantic Movies
s101913,Movie,Title 1914,Director P,"Actor A, Actor B",Spain,2020-11-11,2007,PG-13,102 min,Horror Movies,A Netflix title used for portfolio analytics.,2020,11,102.0,,Horror Movies
s101914,Movie,Title 1915,Director Y,Unknown,"United States, Japan",2016-07-19,1984,TV-MA,79 min,Dramas,A Netflix title used for portfolio analytics.,2016,7,79.0,,Dramas
s101915,TV Show,Title 1916,Unknown,"Actor A, Actor B",United States,2008-04-22,1989,TV-MA,6 Seasons,Dramas,A Netflix title used for portfolio analytics.,2008,4,,6.0,Dramas
s101916,Movie,Title 1917,Director Q,"Actor A, Actor B",United Kingdom,2008-07-14,1999,TV-MA,78 min,Comedies,A Netflix title used for portfolio analytics.,2008,7,78.0,,Comedies
s101917,Movie,Title 1918,Director W,Unknown,Australia,2012-07-21,2007,TV-14,49 min,"Horror Movies, International TV Shows",A Netflix title used for portfolio analytics.,2012,7,49.0,,Horror Movies
s101918,Movie,Title 1919,Director T,"Actor A, Actor B",India,2015-03-31,2011,R,106 min,"Comedies, Thrillers",A Netflix title used for portfolio analytics.,2015,3,106.0,,Comedies
s101919,TV Show,Title 1920,Director X,"Actor A, Actor B",United States,2013-04-15,1995,TV-14,3 Seasons,Kids' TV,A Netflix title used for portfolio analytics.,2013,4,,3.0,Kids' TV
s101920,Movie,Title 1921,Unknown,Unknown,France,2017-10-04,1971,TV-14,123 min,Romantic Movies,A Netflix title used for portfolio analytics.,2017,10,123.0,,Romantic Movies
s101921,Movie,Title 1922,Unknown,Unknown,South Korea,2013-07-09,2006,PG-13,88 min,TV Comedies,A Netflix title used for portfolio analytics.,2013,7,88.0,,TV Comedies
s101922,Movie,Title 1923,Director A,Unknown,"France, South Korea",2013-06-12,1985,TV-14,92 min,International Movies,A Netflix title used for portfolio analytics.,2013,6,92.0,,International Movies
s101923,Movie,Title 1924,Director J,"Actor A, Actor B","Germany, India",2018-04-08,2003,TV-Y7,61 min,Documentaries,A Netflix title used for portfolio analytics.,2018,4,61.0,,Documentaries
s101924,Movie,Title 1925,Director Q,"Actor A, Actor B","South Korea, Japan",2010-04-07,2007,TV-MA,112 min,"Action & Adventure, TV Dramas",A Netflix title used for portfolio analytics.,2010,4,112.0,,Action & Adventure
s101925,Movie,Title 1926,Director P,Unknown,"United Kingdom, France",2020-12-15,2014,TV-MA,150 min,International Movies,A Netflix title used for portfolio analytics.,2020,12,150.0,,International Movies
s101926,Movie,Title 1927,Director Z,Unknown,"United Kingdom, Nigeria",2020-10-02,2013,TV-MA,87 min,International TV Shows,A Netflix title used for portfolio analytics.,2020,10,87.0,,International TV Shows
s101927,Movie,Title 1928,Director J,Unknown,"United States, Germany",2012-01-16,1991,TV-14,87 min,Documentaries,A Netflix title used for portfolio analytics.,2012,1,87.0,,Documentaries
s101928,Movie,Title 1929,Unknown,Unknown,United States,2020-10-11,1992,TV-MA,76 min,Comedies,A Netflix title used for portfolio analytics.,2020,10,76.0,,Comedies
s101929,Movie,Title 1930,Unknown,"Actor A, Actor B",Nigeria,2014-06-18,2016,TV-MA,84 min,Comedies,A Netflix title used for portfolio analytics.,2014,6,84.0,,Comedies
s101930,Movie,Title 1931,Unknown,Unknown,United States,2017-03-20,2011,TV-MA,75 min,Kids' TV,A Netflix title used for portfolio analytics.,2017,3,75.0,,Kids' TV
s101931,Movie,Title 1932,Director N,Unknown,India,2009-08-11,2015,PG,60 min,Thrillers,A Netflix title used for portfolio analytics.,2009,8,60.0,,Thrillers
s101932,Movie,Title 1933,Unknown,Unknown,United States,2016-02-05,2006,TV-MA,80 min,International TV Shows,A Netflix title used for portfolio analytics.,2016,2,80.0,,International TV Shows
s101933,Movie,Title 1934,Director S,"Actor A, Actor B",United States,2019-06-19,1992,TV-14,64 min,Documentaries,A Netflix title used for portfolio analytics.,2019,6,64.0,,Documentaries
s101934,Movie,Title 1935,Director Q,"Actor A, Actor B",Japan,2008-10-25,1997,TV-MA,98 min,Horror Movies,A Netflix title used for portfolio analytics.,2008,10,98.0,,Horror Movies
s101935,Movie,Title 1936,Unknown,"Actor A, Actor B",Australia,2020-05-31,2018,TV-Y,107 min,Horror Movies,A Netflix title used for portfolio analytics.,2020,5,107.0,,Horror Movies
s101936,TV Show,Title 1937,Director W,Unknown,Turkey,2014-05-01,2016,TV-G,3 Seasons,Dramas,A Netflix title used for portfolio analytics.,2014,5,,3.0,Dramas
s101937,Movie,Title 1938,Unknown,Unknown,South Korea,2017-07-30,2012,TV-MA,40 min,"International TV Shows, TV Dramas",A Netflix title used for portfolio analytics.,2017,7,40.0,,International TV Shows
s101938,Movie,Title 1939,Director R,Unknown,"United States, India",2010-08-03,2012,TV-MA,102 min,"International Movies, Stand-Up Comedy",A Netflix title used for portfolio analytics.,2010,8,102.0,,International Movies
s101939,Movie,Title 1940,Director T,Unknown,United Kingdom,2013-06-25,1995,TV-Y,149 min,Documentaries,A Netflix title used for portfolio analytics.,2013,6,149.0,,Documentaries
s101940,TV Show,Title 1941,Director S,Unknown,Italy,2020-08-30,2001,TV-MA,4 Seasons,"Action & Adventure, Dramas, Horror Movies",A Netflix title used for portfolio analytics.,2020,8,,4.0,Action & Adventure
s101941,Movie,Title 1942,Director Q,"Actor A, Actor B","United States, Germany",2017-05-25,1994,R,45 min,Comedies,A Netflix title used for portfolio analytics.,2017,5,45.0,,Comedies
s101942,Movie,Title 1943,Director G,Unknown,United States,2016-02-05,2006,PG,54 min,Romantic Movies,A Netflix title used for portfolio analytics.,2016,2,54.0,,Romantic Movies
s101943,Movie,Title 1944,Director D,Unknown,Italy,2014-02-28,1976,TV-MA,80 min,"Comedies, International Movies, Romantic Movies",A Netflix title used for portfolio analytics.,2014,2,80.0,,Comedies
s101944,Movie,Title 1945,Director L,Unknown,India,2011-02-14,2013,TV-MA,110 min,"Stand-Up Comedy, TV Dramas",A Netflix title used for portfolio analytics.,2011,2,110.0,,Stand-Up Comedy
s101945,Movie,Title 1946,Unknown,"Actor A, Actor B","United States, France",2016-08-25,1986,TV-MA,84 min,Dramas,A Netflix title used for portfolio analytics.,2016,8,84.0,,Dramas
s101946,TV Show,Title 1947,Unknown,Unknown,United States,2019-03-15,2010,TV-MA,2 Seasons,TV Dramas,A Netflix title used for portfolio analytics.,2019,3,,2.0,TV Dramas
s101947,Movie,Title 1948,Unknown,Unknown,"United States, France",2010-07-06,2006,R,69 min,International Movies,A Netflix title used for portfolio analytics.,2010,7,69.0,,International Movies
s101948,Movie,Title 1949,Unknown,"Actor A, Actor B",India,2010-08-21,2015,TV-MA,86 min,Dramas,A Netflix title used for portfolio analytics.,2010,8,86.0,,Dramas
s101949,Movie,Title 1950,Director W,Unknown,"United States, India",2018-12-07,1995,TV-14,92 min,"International Movies, International TV Shows",A Netflix title used for portfolio analytics.,2018,12,92.0,,International Movies
s101950,Movie,Title 1951,Director V,Unknown,United States,2018-03-01,2000,NR,97 min,"International Movies, Kids' TV",A Netflix title used for portfolio analytics.,2018,3,97.0,,International Movies
s101951,Movie,Title 1952,Unknown,Unknown,"Mexico, United States",2015-11-29,1977,TV-PG,93 min,"International TV Shows, TV Dramas",A Netflix title used for portfolio analytics.,2015,11,93.0,,International TV Shows
s101952,TV Show,Title 1953,Unknown,Unknown,United States,2017-11-29,1996,R,2 Seasons,International Movies,A Netflix title used for portfolio analytics.,2017,11,,2.0,International Movies
s101953,Movie,Title 1954,Director M,Unknown,United States,2009-07-30,1989,TV-PG,67 min,"Comedies, Stand-Up Comedy",A Netflix title used for portfolio analytics.,2009,7,67.0,,Comedies
s101954,Movie,Title 1955,Director Y,Unknown,United States,2020-04-18,2004,TV-PG,127 min,International TV Shows,A Netflix title used for portfolio analytics.,2020,4,127.0,,International TV Shows
s101955,Movie,Title 1956,Director W,Unknown,United Kingdom,2020-12-27,2014,TV-MA,92 min,Kids' TV,A Netflix title used for portfolio analytics.,2020,12,92.0,,Kids' TV
s101956,Movie,Title 1957,Director B,"Actor A, Actor B","South Korea, Nigeria",2008-02-01,1990,TV-14,128 min,"Comedies, International Movies, TV Comedies",A Netflix title used for portfolio analytics.,2008,2,128.0,,Comedies
s101957,Movie,Title 1958,Unknown,Unknown,India,2018-06-16,2007,PG,66 min,"International TV Shows, Kids' TV",A Netflix title used for portfolio analytics.,2018,6,66.0,,International TV Shows
s101958,Movie,Title 1959,Director T,Unknown,United Kingdom,2016-04-17,1988,PG,112 min,Horror Movies,A Netflix title used for portfolio analytics.,2016,4,112.0,,Horror Movies
s101959,TV Show,Title 1960,Director D,"Actor A, Actor B",India,2008-08-06,1985,TV-Y7,3 Seasons,"TV Comedies, Thrillers",A Netflix title used for portfolio analytics.,2008,8,,3.0,TV Comedies
s101960,TV Show,Title 1961,Unknown,Unknown,United States,2009-12-11,2014,TV-14,5 Seasons,"Dramas, Romantic Movies",A Netflix title used for portfolio analytics.,2009,12,,5.0,Dramas
s101961,Movie,Title 1962,Director Y,Unknown,India,2014-07-16,2014,TV-14,109 min,"International TV Shows, TV Dramas",A Netflix title used for portfolio analytics.,2014,7,109.0,,International TV Shows
s101962,TV Show,Title 1963,Unknown,Unknown,Japan,2016-09-09,2015,TV-14,5 Seasons,TV Comedies,A Netflix title used for portfolio analytics.,2016,9,,5.0,TV Comedies
s101963,Movie,Title 1964,Unknown,Unknown,United States,2008-04-23,2008,TV-PG,50 min,"Documentaries, International TV Shows",A Netflix title used for portfolio analytics.,2008,4,50.0,,Documentaries
s101964,Movie,Title 1965,Director I,Unknown,Germany,2009-11-25,1980,TV-14,52 min,"International Movies, International TV Shows, TV Dramas",A Netflix title used for portfolio analytics.,2009,11,52.0,,International Movies
s101965,TV Show,Title 1966,Director M,Unknown,Japan,2009-02-08,2005,R,2 Seasons,Comedies,A Netflix title used for portfolio analytics.,2009,2,,2.0,Comedies
s101966,Movie,Title 1967,Director V,Unknown,"Mexico, South Korea",2015-02-24,2013,TV-MA,67 min,"Documentaries, Romantic Movies",A Netflix title used for portfolio analytics.,2015,2,67.0,,Documentaries
s101967,Movie,Title 1968,Unknown,Unknown,United States,2020-01-10,2014,TV-MA,147 min,"Dramas, Thrillers",A Netflix title used for portfolio analytics.,2020,1,147.0,,Dramas
s101968,TV Show,Title 1969,Unknown,Unknown,"Germany, United States",2019-01-01,2003,TV-PG,4 Seasons,Documentaries,A Netflix title used for portfolio analytics.,2019,1,,4.0,Documentaries
s101969,Movie,Title 1970,Director O,Unknown,South Korea,2009-01-21,2011,TV-MA,112 min,"International Movies, Stand-Up Comedy",A Netflix title used for portfolio analytics.,2009,1,112.0,,International Movies
s101970,TV Show,Title 1971,Director P,Unknown,"United Kingdom, South Korea",2017-11-30,2014,UR,5 Seasons,Dramas,A Netflix title used for portfolio analytics.,2017,11,,5.0,Dramas
s101971,Movie,Title 1972,Director Y,Unknown,Japan,2015-05-02,2005,TV-MA,88 min,"International Movies, Thrillers",A Netflix title used for portfolio analytics.,2015,5,88.0,,International Movies
s101972,Movie,Title 1973,Director I,"Actor A, Actor B",United States,2015-10-22,2009,TV-14,85 min,"International Movies, Kids' TV",A Netflix title used for portfolio analytics.,2015,10,85.0,,International Movies
s101973,Movie,Title 1974,Unknown,Unknown,Mexico,2012-02-29,2004,TV-14,92 min,"Documentaries, Dramas, TV Comedies",A Netflix title used for portfolio analytics.,2012,2,92.0,,Documentaries
s101974,Movie,Title 1975,Unknown,"Actor A, Actor B",Australia,2017-11-06,2005,R,80 min,Romantic Movies,A Netflix title used for portfolio analytics.,2017,11,80.0,,Romantic Movies
s101975,Movie,Title 1976,Director Q,"Actor A, Actor B","Japan, Australia",2011-12-03,2009,TV-MA,93 min,International TV Shows,A Netflix title used for portfolio analytics.,2011,12,93.0,,International TV Shows
s101976,Movie,Title 1977,Director K,"Actor A, Actor B",United States,2018-12-01,2013,TV-PG,131 min,"International TV Shows, TV Comedies",A Netflix title used for portfolio analytics.,2018,12,131.0,,International TV Shows
s101977,Movie,Title 1978,Director J,Unknown,Canada,2016-07-29,2011,TV-MA,84 min,TV Dramas,A Netflix title used for portfolio analytics.,2016,7,84.0,,TV Dramas
