order_id,order_date,region,state,segment,category,quantity,discount,sales,profit,customer_id,profit_ratio,profit_per_order,sales_per_customer,year,month
ORD-103264,2014-04-20,West,Arizona,Home Office,Technology,3,0.049,837.4,27.7,C12658,0.0331,27.7,4570.55,2014,2014-04
ORD-103265,2017-08-06,Central,Illinois,Consumer,Office Supplies,4,0.0397,167.08,40.43,C11242,0.242,40.43,1459.77,2017,2017-08
ORD-103266,2015-09-27,East,Florida,Corporate,Office Supplies,2,0.1362,143.57,23.73,C11733,0.1653,23.73,1956.81,2015,2015-09
ORD-103267,2016-08-06,East,Pennsylvania,Consumer,Office Supplies,2,0.2744,103.53,10.74,C13298,0.1037,10.74,1896.17,2016,2016-08
ORD-103268,2015-03-02,South,Texas,Consumer,Office Supplies,3,0.1479,113.12,19.06,C12722,0.1685,19.06,1589.88,2015,2015-03
ORD-103269,2016-03-31,Central,Michigan,Home Office,Furniture,3,0.0689,557.77,8.69,C12412,0.0156,8.69,2069.47,2016,2016-03
ORD-103270,2014-06-11,Central,Illinois,Corporate,Furniture,1,0.133,312.06,5.62,C13047,0.018,5.62,1810.58,2014,2014-06
ORD-103271,2017-03-12,Central,Minnesota,Corporate,Office Supplies,2,0.2791,66.06,8.46,C11958,0.1281,8.46,608.31,2017,2017-03
ORD-103272,2015-06-16,Central,Missouri,Consumer,Furniture,3,0.0803,642.81,74.95,C13135,0.1166,74.95,1699.98,2015,2015-06
ORD-103273,2017-12-02,East,Virginia,Consumer,Furniture,1,0.0285,368.73,33.59,C13084,0.0911,33.59,1735.13,2017,2017-12
ORD-103274,2016-04-21,Central,Minnesota,Consumer,Furniture,3,0.0858,220.97,30.37,C10719,0.1374,30.37,1230.61,2016,2016-04
ORD-103275,2016-05-27,West,Colorado,Consumer,Office Supplies,4,0.0885,162.98,-37.22,C12340,-0.2284,-37.22,1604.07,2016,2016-05
ORD-103276,2014-11-26,South,Texas,Home Office,Office Supplies,3,0.1003,106.08,17.22,C12168,0.1623,17.22,1939.64,2014,2014-11
ORD-103277,2015-07-07,South,Oklahoma,Home Office,Technology,5,0.0968,1278.7,-124.49,C13219,-0.0974,-124.49,1278.7,2015,2015-07
ORD-103278,2017-11-13,South,Arkansas,Home Office,Furniture,2,0.0231,403.44,-0.41,C12495,-0.001,-0.41,2053.51,2017,2017-11
ORD-103279,2015-06-05,East,North Carolina,Consumer,Furniture,2,0.0662,221.84,26.44,C11019,0.1192,26.44,837.43,2015,2015-06
ORD-103280,2014-12-14,East,Georgia,Consumer,Furniture,5,0.0562,1184.58,149.7,C12545,0.1264,149.7,2887.35,2014,2014-12
ORD-103281,2015-09-27,West,Nevada,Corporate,Office Supplies,7,0.2382,414.88,22.98,C13529,0.0554,22.98,1991.71,2015,2015-09
ORD-103282,2016-11-04,South,Texas,Consumer,Office Supplies,2,0.105,111.19,11.69,C10847,0.1051,11.69,926.66,2016,2016-11
ORD-103283,2017-11-21,South,Arkansas,Consumer,Furniture,4,0.1343,887.01,82.27,C10226,0.0927,82.27,4155.33,2017,2017-11
ORD-103284,2017-02-03,East,New Jersey,Consumer,Furniture,4,0.1467,687.8,47.68,C10704,0.0693,47.68,3168.82,2017,2017-02
ORD-103285,2014-04-26,East,Florida,Consumer,Furniture,6,0.0331,897.7,-73.79,C13479,-0.0822,-73.79,1494.63,2014,2014-04
ORD-103286,2015-03-20,Central,Iowa,Corporate,Office Supplies,4,0.0768,249.25,32.25,C12631,0.1294,32.25,754.76,2015,2015-03
ORD-103287,2015-06-06,West,Arizona,Home Office,Office Supplies,2,0.0508,141.95,-18.96,C12699,-0.1336,-18.96,3454.95,2015,2015-06
ORD-103288,2016-05-07,West,Washington,Consumer,Furniture,5,0.0166,1720.84,144.98,C12217,0.0842,144.98,2996.43,2016,2016-05
ORD-103289,2017-03-31,East,Virginia,Home Office,Furniture,5,0.0997,899.69,100.29,C10327,0.1115,100.29,3866.98,2017,2017-03
ORD-103290,2015-09-30,Central,Illinois,Home Office,Office Supplies,4,0.224,145.69,13.37,C12487,0.0918,13.37,2039.52,2015,2015-09
ORD-103291,2017-11-06,South,Texas,Corporate,Furniture,5,0.1337,1104.93,25.89,C13049,0.0234,25.89,4271.85,2017,2017-11
ORD-103292,2016-08-15,West,California,Corporate,Furniture,4,0.3018,705.9,-10.1,C13914,-0.0143,-10.1,2288.91,2016,2016-08
ORD-103293,2017-07-26,South,Arkansas,Consumer,Furniture,4,0.1839,962.85,102.43,C12377,0.1064,102.43,1207.3,2017,2017-07
ORD-103294,2014-03-19,East,New Jersey,Corporate,Furniture,3,0.0859,415.22,25.41,C10889,0.0612,25.41,1810.18,2014,2014-03
ORD-103295,2017-05-10,Central,Michigan,Corporate,Technology,4,0.0321,1064.48,119.56,C12683,0.1123,119.56,2084.86,2017,2017-05
ORD-103296,2017-01-08,East,Virginia,Consumer,Technology,4,0.2496,1058.05,135.58,C11922,0.1281,135.58,1718.83,2017,2017-01
ORD-103297,2015-09-11,West,Oregon,Corporate,Office Supplies,2,0.216,82.81,9.46,C10465,0.1142,9.46,896.5,2015,2015-09
ORD-103298,2014-05-16,South,Oklahoma,Consumer,Technology,3,0.0061,468.63,89.66,C12463,0.1913,89.66,1819.63,2014,2014-05
ORD-103299,2015-12-12,Central,Iowa,Corporate,Technology,2,0.1336,337.83,35.14,C10409,0.104,35.14,3738.66,2015,2015-12
ORD-103300,2014-08-05,West,Utah,Corporate,Technology,3,0.2106,957.31,28.11,C11111,0.0294,28.11,1506.66,2014,2014-08
ORD-103301,2016-11-17,Central,Kansas,Corporate,Office Supplies,3,0.1403,179.12,38.27,C11973,0.2137,38.27,296.74,2016,2016-11
ORD-103302,2016-04-21,Central,Wisconsin,Corporate,Furniture,6,0.1536,952.16,87.66,C13901,0.0921,87.66,3125.77,2016,2016-04
ORD-103303,2014-11-13,East,New Jersey,Consumer,Office Supplies,1,0.3452,70.26,6.31,C13234,0.0898,6.31,70.26,2014,2014-11
ORD-103304,2016-12-16,West,Utah,Consumer,Office Supplies,4,0.0598,186.81,19.41,C12166,0.1039,19.41,3327.78,2016,2016-12
ORD-103305,2017-02-24,Central,Minnesota,Consumer,Furniture,4,0.1516,1490.92,38.01,C10817,0.0255,38.01,4021.09,2017,2017-02
ORD-103306,2016-06-25,West,Utah,Corporate,Furniture,3,0.0406,713.69,98.49,C13306,0.138,98.49,2417.38,2016,2016-06
ORD-103307,2016-10-23,West,Nevada,Home Office,Furniture,4,0.0426,564.2,99.17,C12797,0.1758,99.17,2484.81,2016,2016-10
ORD-103308,2016-12-28,South,Oklahoma,Consumer,Furniture,1,0.1546,221.26,2.84,C12784,0.0128,2.84,3785.79,2016,2016-12
ORD-103309,2014-04-18,West,Colorado,Consumer,Office Supplies,5,0.0489,332.75,74.48,C13620,0.2238,74.48,2088.43,2014,2014-04
ORD-103310,2014-01-10,East,Pennsylvania,Corporate,Furniture,2,0.0629,585.77,20.27,C13068,0.0346,20.27,1741.9,2014,2014-01
ORD-103311,2016-06-01,West,Utah,Consumer,Technology,2,0.0272,358.87,59.21,C12673,0.165,59.21,1759.33,2016,2016-06
ORD-103312,2014-07-15,Central,Ohio,Corporate,Office Supplies,2,0.0605,119.58,26.63,C12937,0.2227,26.63,900.0,2014,2014-07
ORD-103313,2014-08-03,Central,Illinois,Consumer,Technology,2,0.1653,421.23,26.57,C12082,0.0631,26.57,733.7,2014,2014-08
ORD-103314,2017-03-08,South,Tennessee,Consumer,Technology,1,0.0064,256.39,22.1,C10097,0.0862,22.1,1308.11,2017,2017-03
ORD-103315,2015-06-27,South,Louisiana,Consumer,Furniture,2,0.068,230.97,10.5,C13285,0.0455,10.5,3029.84,2015,2015-06
ORD-103316,2016-02-01,Central,Minnesota,Corporate,Technology,5,0.3021,1129.16,77.31,C12026,0.0685,77.31,1347.62,2016,2016-02
ORD-103317,2017-08-31,East,Florida,Consumer,Technology,3,0.2197,406.82,30.23,C12265,0.0743,30.23,5311.84,2017,2017-08
ORD-103318,2016-05-22,West,Nevada,Consumer,Furniture,6,0.1292,737.73,-7.13,C12441,-0.0097,-7.13,5008.05,2016,2016-05
ORD-103319,2016-09-14,East,Massachusetts,Consumer,Office Supplies,4,0.0078,205.95,39.35,C11864,0.1911,39.35,3560.23,2016,2016-09
ORD-103320,2015-11-01,East,North Carolina,Consumer,Technology,3,0.0489,708.37,83.82,C11053,0.1183,83.82,3208.44,2015,2015-11
ORD-103321,2017-09-08,Central,Kansas,Consumer,Office Supplies,1,0.1473,35.19,4.22,C10897,0.1199,4.22,1964.93,2017,2017-09
ORD-103322,2016-10-30,South,Arkansas,Corporate,Office Supplies,2,0.0339,111.95,17.36,C11202,0.1551,17.36,2289.55,2016,2016-10
ORD-103323,2014-04-17,West,Colorado,Home Office,Office Supplies,2,0.1314,80.43,10.01,C13534,0.1245,10.01,2850.52,2014,2014-04
ORD-103324,2014-12-30,East,North Carolina,Corporate,Furniture,5,0.0694,1638.06,-21.22,C11706,-0.013,-21.22,2827.56,2014,2014-12
ORD-103325,2016-06-05,East,New Jersey,Corporate,Office Supplies,2,0.1031,77.91,10.47,C13350,0.1344,10.47,2180.14,2016,2016-06
ORD-103326,2014-12-05,South,Texas,Consumer,Office Supplies,4,0.0359,205.01,12.83,C12912,0.0626,12.83,733.32,2014,2014-12
ORD-103327,2016-09-27,South,Louisiana,Corporate,Furniture,3,0.0358,1272.88,131.94,C12978,0.1037,131.94,2949.81,2016,2016-09
ORD-103328,2016-05-13,Central,Missouri,Consumer,Office Supplies,2,0.0919,82.25,11.99,C13331,0.1458,11.99,829.11,2016,2016-05
ORD-103329,2017-01-15,South,Kentucky,Consumer,Technology,4,0.0496,1780.98,398.77,C13811,0.2239,398.77,6078.8,2017,2017-01
ORD-103330,2017-01-08,East,Massachusetts,Home Office,Office Supplies,5,0.011,520.74,34.89,C13857,0.067,34.89,1689.42,2017,2017-01
ORD-103331,2017-04-05,South,South Carolina,Corporate,Technology,2,0.1859,673.19,109.67,C13404,0.1629,109.67,1497.86,2017,2017-04
ORD-103332,2016-10-25,South,Texas,Corporate,Office Supplies,3,0.0674,274.67,39.45,C11518,0.1436,39.45,2990.65,2016,2016-10
ORD-103333,2017-09-27,Central,Wisconsin,Corporate,Furniture,2,0.1885,282.77,-4.38,C12188,-0.0155,-4.38,1872.63,2017,2017-09
ORD-103334,2017-07-19,East,Pennsylvania,Corporate,Furniture,3,0.235,876.75,-18.68,C10627,-0.0213,-18.68,2927.32,2017,2017-07
ORD-103335,2015-12-22,East,Pennsylvania,Consumer,Technology,3,0.0657,472.81,3.02,C12311,0.0064,3.02,1583.4,2015,2015-12
ORD-103336,2017-04-06,East,Virginia,Home Office,Technology,2,0.1032,429.02,43.78,C13644,0.102,43.78,4209.68,2017,2017-04
ORD-103337,2014-03-03,Central,Minnesota,Corporate,Technology,2,0.0041,673.11,34.59,C13563,0.0514,34.59,4591.42,2014,2014-03
ORD-103338,2017-02-10,West,Nevada,Home Office,Office Supplies,4,0.0994,368.06,50.21,C11447,0.1364,50.21,3025.03,2017,2017-02
ORD-103339,2014-07-23,West,Washington,Consumer,Office Supplies,4,0.0711,270.59,48.78,C11475,0.1803,48.78,3048.93,2014,2014-07
ORD-103340,2015-05-31,West,Washington,Consumer,Office Supplies,5,0.081,348.88,38.35,C10378,0.1099,38.35,2229.75,2015,2015-05
ORD-103341,2015-03-25,Central,Michigan,Consumer,Furniture,1,0.0284,290.72,16.41,C12188,0.0564,16.41,1872.63,2015,2015-03
ORD-103342,2016-08-12,Central,Ohio,Consumer,Office Supplies,3,0.1999,157.14,25.34,C11315,0.1613,25.34,895.4,2016,2016-08
ORD-103343,2015-08-27,East,Virginia,Consumer,Office Supplies,4,0.1735,227.15,27.97,C10461,0.1231,27.97,1220.46,2015,2015-08
ORD-103344,2016-02-01,West,Washington,Corporate,Office Supplies,2,0.1404,89.86,17.92,C12026,0.1994,17.92,1347.62,2016,2016-02
ORD-103345,2016-03-27,South,South Carolina,Corporate,Technology,4,0.0179,1187.23,179.7,C13887,0.1514,179.7,4512.72,2016,2016-03
ORD-103346,2014-05-06,East,Massachusetts,Corporate,Furniture,5,0.0723,688.14,91.1,C10154,0.1324,91.1,1960.54,2014,2014-05
ORD-103347,2017-03-20,West,Idaho,Corporate,Office Supplies,1,0.1044,60.74,13.33,C13697,0.2195,13.33,4217.89,2017,2017-03
ORD-103348,2015-12-05,South,Kentucky,Consumer,Office Supplies,2,0.0713,90.11,5.44,C11473,0.0604,5.44,2390.93,2015,2015-12
ORD-103349,2017-11-23,East,Pennsylvania,Consumer,Office Supplies,4,0.0369,263.3,-30.21,C10976,-0.1147,-30.21,1404.16,2017,2017-11
ORD-103350,2015-02-12,West,California,Consumer,Office Supplies,5,0.149,150.85,32.99,C10158,0.2187,32.99,150.85,2015,2015-02
ORD-103351,2014-01-06,Central,Ohio,Consumer,Technology,4,0.1828,973.35,52.85,C12106,0.0543,52.85,1365.62,2014,2014-01
ORD-103352,2016-01-09,East,New York,Consumer,Technology,5,0.1901,599.54,51.69,C11962,0.0862,51.69,954.81,2016,2016-01
ORD-103353,2016-06-13,Central,Iowa,Corporate,Furniture,4,0.0308,526.01,28.45,C13934,0.0541,28.45,3579.94,2016,2016-06
ORD-103354,2014-04-23,West,California,Corporate,Technology,3,0.0405,538.13,82.91,C10399,0.1541,82.91,2406.38,2014,2014-04
ORD-103355,2014-06-15,West,California,Consumer,Office Supplies,4,0.1242,469.63,84.4,C12371,0.1797,84.4,1438.43,2014,2014-06
ORD-103356,2016-09-21,Central,Illinois,Home Office,Furniture,1,0.0429,457.01,41.48,C10216,0.0908,41.48,2840.08,2016,2016-09
ORD-103357,2017-12-20,Central,Kansas,Consumer,Office Supplies,2,0.0282,114.47,21.55,C10867,0.1883,21.55,1706.33,2017,2017-12
ORD-103358,2016-02-18,East,New York,Corporate,Furniture,2,0.0545,254.98,4.28,C13088,0.0168,4.28,3047.29,2016,2016-02
ORD-103359,2014-12-14,East,Virginia,Home Office,Furniture,1,0.0654,154.57,22.22,C11021,0.1438,22.22,3464.83,2014,2014-12
ORD-103360,2017-06-15,Central,Michigan,Consumer,Office Supplies,3,0.0944,122.69,23.74,C13966,0.1935,23.74,1499.72,2017,2017-06
ORD-103361,2014-12-26,South,Tennessee,Corporate,Furniture,3,0.177,551.26,21.55,C10620,0.0391,21.55,2746.69,2014,2014-12
ORD-103362,2016-02-01,South,Oklahoma,Consumer,Technology,3,0.0547,514.54,-48.29,C11433,-0.0939,-48.29,945.43,2016,2016-02
ORD-103363,2017-07-14,East,Georgia,Consumer,Office Supplies,4,0.0317,194.54,25.65,C11975,0.1318,25.65,1489.32,2017,2017-07
ORD-103364,2017-05-23,West,Colorado,Corporate,Office Supplies,4,0.0681,350.22,43.98,C12895,0.1256,43.98,805.97,2017,2017-05
ORD-103365,2014-07-12,Central,Iowa,Consumer,Office Supplies,2,0.0,103.6,17.93,C11469,0.1731,17.93,972.2,2014,2014-07
ORD-103366,2015-04-30,South,Tennessee,Corporate,Furniture,3,0.1195,516.26,36.37,C13731,0.0704,36.37,516.26,2015,2015-04
ORD-103367,2015-06-22,South,Louisiana,Consumer,Office Supplies,2,0.13,110.88,19.23,C11288,0.1734,19.23,635.07,2015,2015-06
ORD-103368,2015-07-07,Central,Wisconsin,Consumer,Office Supplies,3,0.2553,263.03,38.37,C10082,0.1459,38.37,527.52,2015,2015-07
ORD-103369,2017-04-23,West,Utah,Corporate,Office Supplies,3,0.1909,263.47,23.97,C11946,0.091,23.97,1683.53,2017,2017-04
ORD-103370,2017-01-31,South,Oklahoma,Consumer,Office Supplies,2,0.1349,151.73,-10.36,C12024,-0.0683,-10.36,4949.01,2017,2017-01
ORD-103371,2017-05-04,South,Louisiana,Home Office,Furniture,3,0.0529,330.03,61.53,C13137,0.1864,61.53,1660.71,2017,2017-05
ORD-103372,2016-04-27,West,Arizona,Home Office,Furniture,3,0.0122,538.29,0.72,C10479,0.0013,0.72,1804.44,2016,2016-04
ORD-103373,2017-05-11,Central,Illinois,Home Office,Technology,3,0.1588,885.24,-70.88,C13704,-0.0801,-70.88,1796.81,2017,2017-05
ORD-103374,2017-08-29,West,California,Consumer,Office Supplies,3,0.1473,144.3,12.19,C13628,0.0845,12.19,4197.2,2017,2017-08
ORD-103375,2016-05-08,East,Pennsylvania,Home Office,Furniture,4,0.0851,1268.05,-62.11,C12275,-0.049,-62.11,2715.3,2016,2016-05
ORD-103376,2016-07-16,East,North Carolina,Corporate,Technology,2,0.2429,397.76,59.22,C11971,0.1489,59.22,2139.78,2016,2016-07
ORD-103377,2015-06-21,West,Utah,Corporate,Technology,1,0.0446,170.16,17.72,C12994,0.1041,17.72,1598.95,2015,2015-06
ORD-103378,2016-04-19,Central,Illinois,Home Office,Office Supplies,4,0.1628,116.51,22.61,C11170,0.1941,22.61,3658.34,2016,2016-04
ORD-103379,2017-07-28,East,New Jersey,Corporate,Technology,4,0.0525,1029.8,46.18,C13386,0.0448,46.18,6605.91,2017,2017-07
ORD-103380,2015-11-06,Central,Illinois,Consumer,Technology,5,0.0392,809.85,37.65,C12213,0.0465,37.65,1587.39,2015,2015-11
ORD-103381,2016-11-25,South,Louisiana,Home Office,Furniture,4,0.1963,984.91,103.39,C12566,0.105,103.39,2438.68,2016,2016-11
ORD-103382,2017-04-23,East,Florida,Consumer,Furniture,1,0.0567,278.88,32.03,C10438,0.1149,32.03,909.09,2017,2017-04
ORD-103383,2015-08-01,East,Georgia,Consumer,Technology,2,0.1418,509.8,65.36,C11336,0.1282,65.36,4541.29,2015,2015-08
ORD-103384,2015-01-08,Central,Wisconsin,Corporate,Office Supplies,4,0.1402,389.24,-32.9,C12606,-0.0845,-32.9,1441.96,2015,2015-01
ORD-103385,2014-02-19,West,Arizona,Consumer,Technology,6,0.1136,1053.61,137.32,C13364,0.1303,137.32,3158.05,2014,2014-02
ORD-103386,2015-07-17,East,New York,Consumer,Furniture,4,0.0025,875.19,98.73,C10706,0.1128,98.73,4416.92,2015,2015-07
ORD-103387,2015-04-08,South,Tennessee,Consumer,Office Supplies,6,0.0181,145.03,26.25,C13886,0.181,26.25,2042.46,2015,2015-04
ORD-103388,2014-03-13,West,Idaho,Home Office,Office Supplies,3,0.1355,138.44,23.93,C13164,0.1729,23.93,1558.19,2014,2014-03
ORD-103389,2017-09-28,East,Florida,Home Office,Furniture,4,0.0433,770.23,46.32,C10924,0.0601,46.32,2540.61,2017,2017-09
ORD-103390,2015-12-18,South,South Carolina,Consumer,Technology,2,0.3511,626.58,37.82,C13107,0.0604,37.82,2343.66,2015,2015-12
ORD-103391,2017-08-04,South,Arkansas,Consumer,Office Supplies,3,0.1345,216.45,33.73,C10804,0.1558,33.73,3879.78,2017,2017-08
ORD-103392,2016-11-25,South,Kentucky,Corporate,Office Supplies,2,0.033,85.9,6.95,C13864,0.0809,6.95,1360.84,2016,2016-11
ORD-103393,2017-12-26,East,Massachusetts,Consumer,Office Supplies,2,0.0272,82.48,23.08,C11787,0.2798,23.08,836.1,2017,2017-12
ORD-103394,2017-10-01,West,Colorado,Consumer,Office Supplies,5,0.1316,225.99,49.84,C11153,0.2205,49.84,3925.27,2017,2017-10
ORD-103395,2014-10-11,West,Idaho,Corporate,Office Supplies,4,0.2742,210.49,10.73,C13475,0.051,10.73,903.98,2014,2014-10
ORD-103396,2017-06-20,West,Utah,Home Office,Technology,5,0.0432,805.9,80.71,C13233,0.1001,80.71,2965.51,2017,2017-06
ORD-103397,2016-08-13,Central,Minnesota,Consumer,Furniture,4,0.061,919.39,71.96,C11676,0.0783,71.96,2420.13,2016,2016-08
ORD-103398,2017-01-19,South,Arkansas,Home Office,Technology,1,0.0188,155.96,27.65,C11064,0.1773,27.65,312.17,2017,2017-01
ORD-103399,2015-11-15,South,Oklahoma,Consumer,Furniture,2,0.0324,452.49,35.61,C11196,0.0787,35.61,2138.65,2015,2015-11
ORD-103400,2015-07-22,East,Pennsylvania,Corporate,Furniture,4,0.1246,1102.67,80.9,C13402,0.0734,80.9,1795.42,2015,2015-07
ORD-103401,2016-05-18,South,South Carolina,Consumer,Office Supplies,2,0.146,122.52,13.17,C11648,0.1075,13.17,2403.9,2016,2016-05
ORD-103402,2015-10-31,West,Arizona,Consumer,Furniture,3,0.0423,479.19,10.16,C13666,0.0212,10.16,2962.42,2015,2015-10
ORD-103403,2016-10-21,West,Colorado,Consumer,Technology,6,0.0,1165.47,134.83,C10402,0.1157,134.83,1953.9,2016,2016-10
ORD-103404,2017-09-27,South,Texas,Corporate,Office Supplies,4,0.1844,174.13,24.18,C12184,0.1389,24.18,4011.39,2017,2017-09
ORD-103405,2017-02-26,East,New York,Consumer,Furniture,6,0.1607,852.36,28.14,C10863,0.033,28.14,2159.37,2017,2017-02
ORD-103406,2015-06-27,Central,Ohio,Home Office,Office Supplies,3,0.0244,110.04,18.38,C13422,0.167,18.38,343.61,2015,2015-06
ORD-103407,2017-01-18,East,Georgia,Corporate,Office Supplies,3,0.1744,194.51,12.86,C13564,0.0661,12.86,1406.32,2017,2017-01
ORD-103408,2016-01-24,South,Arkansas,Consumer,Office Supplies,4,0.2733,260.14,31.21,C10638,0.12,31.21,579.69,2016,2016-01
ORD-103409,2017-03-08,South,Texas,Corporate,Furniture,5,0.1475,696.65,-22.19,C11002,-0.0319,-22.19,696.65,2017,2017-03
ORD-103410,2016-05-05,Central,Wisconsin,Consumer,Office Supplies,2,0.1407,91.28,18.9,C10283,0.2071,18.9,764.03,2016,2016-05
ORD-103411,2017-09-13,East,North Carolina,Consumer,Office Supplies,4,0.1456,187.4,28.08,C13942,0.1498,28.08,2684.97,2017,2017-09
ORD-103412,2017-05-04,West,Utah,Corporate,Furniture,5,0.1842,791.57,39.58,C10591,0.05,39.58,2346.05,2017,2017-05
ORD-103413,2014-06-03,Central,Missouri,Corporate,Furniture,3,0.0955,501.22,76.31,C12152,0.1522,76.31,2789.33,2014,2014-06
ORD-103414,2015-01-27,South,Oklahoma,Consumer,Office Supplies,2,0.1859,113.31,12.38,C12824,0.1093,12.38,1135.2,2015,2015-01
ORD-103415,2016-01-13,West,Oregon,Consumer,Office Supplies,3,0.0391,135.1,25.27,C13745,0.187,25.27,736.85,2016,2016-01
ORD-103416,2015-05-23,West,Oregon,Home Office,Furniture,4,0.0461,1029.42,172.52,C11906,0.1676,172.52,1994.81,2015,2015-05
ORD-103417,2016-07-21,East,Georgia,Consumer,Office Supplies,4,0.1789,151.0,13.6,C11115,0.0901,13.6,693.85,2016,2016-07
ORD-103418,2015-01-11,West,Nevada,Consumer,Technology,1,0.1571,196.94,-6.58,C12133,-0.0334,-6.58,2012.94,2015,2015-01
ORD-103419,2015-11-24,Central,Minnesota,Consumer,Technology,4,0.0369,954.06,208.14,C13670,0.2182,208.14,4964.03,2015,2015-11
ORD-103420,2017-12-26,East,Georgia,Consumer,Furniture,1,0.1258,198.69,30.74,C10648,0.1547,30.74,1542.63,2017,2017-12
ORD-103421,2015-06-13,South,Oklahoma,Consumer,Office Supplies,4,0.0755,228.08,20.66,C10968,0.0906,20.66,2999.48,2015,2015-06
ORD-103422,2017-03-28,East,Massachusetts,Home Office,Office Supplies,1,0.0614,57.6,10.01,C10914,0.1738,10.01,2658.4,2017,2017-03
ORD-103423,2016-03-30,East,New Jersey,Corporate,Office Supplies,2,0.0789,78.02,9.12,C13203,0.1169,9.12,2247.81,2016,2016-03
ORD-103424,2017-11-10,West,Utah,Consumer,Office Supplies,3,0.0788,249.55,29.47,C12203,0.1181,29.47,718.24,2017,2017-11
ORD-103425,2015-06-24,West,Washington,Corporate,Technology,5,0.1004,2063.28,106.45,C11542,0.0516,106.45,4836.07,2015,2015-06
ORD-103426,2014-08-17,South,Oklahoma,Consumer,Furniture,3,0.2145,436.22,-12.05,C13545,-0.0276,-12.05,2997.16,2014,2014-08
ORD-103427,2017-10-24,South,Kentucky,Consumer,Technology,5,0.2063,1904.33,140.02,C11491,0.0735,140.02,3802.03,2017,2017-10
ORD-103428,2017-07-16,West,Nevada,Consumer,Technology,1,0.1257,310.98,47.32,C11031,0.1522,47.32,3537.33,2017,2017-07
ORD-103429,2016-01-20,Central,Michigan,Corporate,Office Supplies,2,0.0207,53.15,8.87,C10497,0.1669,8.87,2062.66,2016,2016-01
ORD-103430,2016-07-13,Central,Minnesota,Consumer,Office Supplies,1,0.0197,94.18,16.28,C13759,0.1729,16.28,2284.98,2016,2016-07
ORD-103431,2017-05-17,Central,Iowa,Consumer,Office Supplies,2,0.0659,126.77,14.8,C12385,0.1167,14.8,969.62,2017,2017-05
ORD-103432,2016-04-12,West,Idaho,Consumer,Furniture,6,0.1711,1462.65,56.21,C13752,0.0384,56.21,2608.96,2016,2016-04
ORD-103433,2017-07-16,West,Oregon,Consumer,Technology,2,0.1628,461.95,67.41,C11336,0.1459,67.41,4541.29,2017,2017-07
ORD-103434,2016-09-27,West,Idaho,Home Office,Office Supplies,2,0.1035,98.51,11.36,C13225,0.1153,11.36,2994.46,2016,2016-09
ORD-103435,2017-03-09,South,Texas,Consumer,Technology,2,0.0466,969.42,124.78,C10485,0.1287,124.78,3496.89,2017,2017-03
ORD-103436,2017-10-26,South,Texas,Home Office,Office Supplies,2,0.0366,98.83,14.33,C11455,0.145,14.33,2462.57,2017,2017-10
ORD-103437,2014-04-27,West,Washington,Home Office,Furniture,2,0.0493,561.3,25.07,C11459,0.0447,25.07,849.01,2014,2014-04
ORD-103438,2016-12-16,West,Washington,Consumer,Office Supplies,4,0.0443,264.77,23.81,C13054,0.0899,23.81,1202.71,2016,2016-12
ORD-103439,2015-01-21,South,Tennessee,Corporate,Furniture,3,0.1177,513.47,41.26,C11868,0.0804,41.26,1290.62,2015,2015-01
ORD-103440,2015-05-24,South,Kentucky,Consumer,Technology,2,0.0835,624.88,80.58,C13523,0.129,80.58,3376.8,2015,2015-05
ORD-103441,2017-01-09,West,Idaho,Home Office,Furniture,5,0.1511,685.82,102.88,C11998,0.15,102.88,3447.78,2017,2017-01
ORD-103442,2014-10-19,Central,Ohio,Consumer,Office Supplies,4,0.0418,187.33,29.76,C12961,0.1589,29.76,2148.69,2014,2014-10
ORD-103443,2016-02-19,West,Colorado,Consumer,Furniture,3,0.1463,366.51,9.4,C12736,0.0256,9.4,4211.4,2016,2016-02
ORD-103444,2016-01-19,Central,Wisconsin,Consumer,Office Supplies,1,0.063,45.2,9.0,C12763,0.1991,9.0,2067.83,2016,2016-01
ORD-103445,2014-08-23,East,Virginia,Corporate,Technology,4,0.1544,1008.08,165.48,C13195,0.1642,165.48,2478.83,2014,2014-08
ORD-103446,2016-12-18,East,Florida,Corporate,Furniture,4,0.0716,908.84,130.87,C10139,0.144,130.87,3264.43,2016,2016-12
ORD-103447,2014-09-21,West,Washington,Consumer,Office Supplies,4,0.2741,281.7,38.39,C11735,0.1363,38.39,713.19,2014,2014-09
ORD-103448,2016-08-01,Central,Ohio,Consumer,Technology,7,0.1773,1567.68,85.32,C13671,0.0544,85.32,8289.06,2016,2016-08
ORD-103449,2016-03-08,East,Pennsylvania,Consumer,Technology,6,0.1351,1057.07,56.62,C10956,0.0536,56.62,2841.72,2016,2016-03
ORD-103450,2015-08-31,South,Oklahoma,Corporate,Office Supplies,3,0.0435,231.2,26.68,C13472,0.1154,26.68,2569.63,2015,2015-08
ORD-103451,2014-08-16,East,Florida,Consumer,Furniture,3,0.0208,347.57,32.96,C10499,0.0948,32.96,3731.06,2014,2014-08
ORD-103452,2015-04-07,West,Washington,Corporate,Furniture,2,0.0287,265.03,27.68,C10599,0.1044,27.68,807.2,2015,2015-04
ORD-103453,2016-06-25,West,California,Consumer,Office Supplies,4,0.1359,188.7,38.62,C12660,0.2047,38.62,1118.55,2016,2016-06
