listing_id,neighborhood,room_type,price_eur,minimum_nights,number_of_reviews,latitude,longitude,last_scraped
ATH-100755,Vyronas,Entire home/apt,105.19,1,20,37.986596,23.732808,2025-01-15
ATH-100756,Psiri,Entire home/apt,93.27,4,18,38.003113,23.727392,2025-01-15
ATH-100757,Koukaki,Entire home/apt,136.26,2,17,38.011856,23.687658,2025-01-15
ATH-100758,Koukaki,Private room,153.78,1,22,37.990383,23.744736,2025-01-15
ATH-100759,Kypseli,Entire home/apt,79.08,1,18,37.98436,23.733057,2025-01-15
ATH-100760,Monastiraki,Entire home/apt,209.27,1,14,37.979606,23.708215,2025-01-15
ATH-100761,Kolonaki,Private room,141.75,7,24,37.957716,23.688101,2025-01-15
ATH-100762,Plaka,Entire home/apt,160.28,2,14,37.97293,23.750484,2025-01-15
ATH-100763,Ilion,Entire home/apt,72.52,2,16,37.967913,23.754984,2025-01-15
ATH-100764,Koukaki,Entire home/apt,169.62,1,12,37.981789,23.737281,2025-01-15
ATH-100765,Kallithea,Private room,57.64,1,13,37.976069,23.71138,2025-01-15
ATH-100766,Gazi,Entire home/apt,218.4,2,16,37.996356,23.695274,2025-01-15
ATH-100767,Ilion,Private room,53.6,10,16,37.969113,23.746824,2025-01-15
ATH-100768,Koukaki,Private room,69.14,2,21,37.992947,23.759923,2025-01-15
ATH-100769,Kypseli,Private room,29.82,1,25,37.979904,23.748289,2025-01-15
ATH-100770,Exarcheia,Entire home/apt,68.54,1,22,37.978493,23.718552,2025-01-15
ATH-100771,Gazi,Private room,109.24,1,21,37.965423,23.738456,2025-01-15
ATH-100772,Gazi,Entire home/apt,121.33,1,13,37.999908,23.765905,2025-01-15
ATH-100773,Kallithea,Entire home/apt,46.38,3,18,38.011623,23.730665,2025-01-15
ATH-100774,Exarcheia,Entire home/apt,116.99,2,17,38.023247,23.705163,2025-01-15
ATH-100775,Metaxourgeio,Entire home/apt,85.7,1,28,37.981455,23.693722,2025-01-15
ATH-100776,Koukaki,Entire home/apt,97.95,1,20,38.008556,23.74061,2025-01-15
ATH-100777,Pangrati,Entire home/apt,92.58,2,25,37.963597,23.72026,2025-01-15
ATH-100778,Vyronas,Entire home/apt,65.94,1,22,37.976562,23.731742,2025-01-15
ATH-100779,Syntagma,Entire home/apt,52.57,1,18,37.997514,23.730307,2025-01-15
ATH-100780,Plaka,Entire home/apt,206.77,3,16,37.979212,23.725067,2025-01-15
ATH-100781,Koukaki,Entire home/apt,51.37,1,17,37.980706,23.737598,2025-01-15
ATH-100782,Psiri,Private room,137.17,4,14,37.99353,23.712688,2025-01-15
ATH-100783,Kolonaki,Entire home/apt,137.96,4,17,37.986574,23.683238,2025-01-15
ATH-100784,Ilion,Entire home/apt,29.03,1,19,37.954464,23.764564,2025-01-15
ATH-100785,Kypseli,Entire home/apt,87.37,3,18,37.984461,23.757049,2025-01-15
ATH-100786,Vyronas,Entire home/apt,72.21,4,18,37.994603,23.719556,2025-01-15
ATH-100787,Monastiraki,Private room,84.79,7,15,38.010667,23.730201,2025-01-15
ATH-100788,Kallithea,Entire home/apt,133.04,7,11,37.955736,23.665715,2025-01-15
ATH-100789,Kolonaki,Entire home/apt,136.18,10,19,37.987255,23.711099,2025-01-15
ATH-100790,Vyronas,Private room,97.65,2,20,37.985953,23.744519,2025-01-15
ATH-100791,Plaka,Entire home/apt,154.18,5,16,37.991547,23.76854,2025-01-15
ATH-100792,Ilion,Entire home/apt,33.18,7,22,37.980263,23.71789,2025-01-15
ATH-100793,Syntagma,Entire home/apt,193.08,2,14,37.969428,23.713424,2025-01-15
ATH-100794,Vyronas,Entire home/apt,82.83,1,16,37.991655,23.704615,2025-01-15
ATH-100795,Kallithea,Entire home/apt,68.7,2,16,38.006216,23.769744,2025-01-15
ATH-100796,Plaka,Private room,169.41,1,24,37.998253,23.760153,2025-01-15
ATH-100797,Ilion,Entire home/apt,90.0,10,23,37.984956,23.72588,2025-01-15
ATH-100798,Ilion,Entire home/apt,61.11,5,12,37.990767,23.76953,2025-01-15
ATH-100799,Exarcheia,Entire home/apt,66.2,3,13,38.006501,23.73253,2025-01-15
ATH-100800,Kypseli,Entire home/apt,84.62,1,18,37.981468,23.738578,2025-01-15
ATH-100801,Plaka,Private room,162.47,1,18,37.980271,23.730103,2025-01-15
ATH-100802,Plaka,Entire home/apt,163.29,1,21,37.951099,23.738195,2025-01-15
ATH-100803,Pangrati,Entire home/apt,93.11,1,19,37.966751,23.751123,2025-01-15
ATH-100804,Koukaki,Entire home/apt,114.72,2,15,38.001076,23.727621,2025-01-15
ATH-100805,Metaxourgeio,Entire home/apt,164.34,5,21,38.018568,23.747575,2025-01-15
ATH-100806,Exarcheia,Entire home/apt,73.26,1,19,37.963202,23.688636,2025-01-15
ATH-100807,Gazi,Private room,97.62,2,14,37.997046,23.687421,2025-01-15
ATH-100808,Exarcheia,Entire home/apt,104.52,3,19,37.981627,23.744214,2025-01-15
ATH-100809,Koukaki,Entire home/apt,118.72,1,22,37.988172,23.715542,2025-01-15
ATH-100810,Kallithea,Entire home/apt,108.22,7,17,37.984209,23.75179,2025-01-15
ATH-100811,Gazi,Entire home/apt,125.13,1,8,37.978258,23.729911,2025-01-15
ATH-100812,Gazi,Entire home/apt,86.21,5,12,37.993658,23.746468,2025-01-15
ATH-100813,Plaka,Entire home/apt,118.53,4,16,37.976365,23.713223,2025-01-15
ATH-100814,Syntagma,Entire home/apt,110.78,3,18,37.989632,23.756661,2025-01-15
ATH-100815,Monastiraki,Entire home/apt,170.71,2,17,37.977893,23.74628,2025-01-15
ATH-100816,Neos Kosmos,Entire home/apt,114.05,5,18,37.998364,23.725664,2025-01-15
ATH-100817,Plaka,Entire home/apt,159.15,3,15,37.960565,23.731868,2025-01-15
ATH-100818,Neos Kosmos,Private room,88.39,3,15,37.969182,23.731839,2025-01-15
ATH-100819,Metaxourgeio,Private room,88.18,1,22,37.973279,23.736693,2025-01-15
ATH-100820,Ilion,Entire home/apt,96.81,3,20,37.993567,23.722526,2025-01-15
ATH-100821,Vyronas,Entire home/apt,68.86,1,17,37.958724,23.772413,2025-01-15
ATH-100822,Kypseli,Entire home/apt,124.46,2,15,38.020034,23.769232,2025-01-15
ATH-100823,Kypseli,Entire home/apt,102.51,3,21,37.995615,23.793002,2025-01-15
ATH-100824,Zografou,Entire home/apt,402.08,2,14,38.021513,23.739201,2025-01-15
ATH-100825,Vyronas,Entire home/apt,68.23,1,14,38.010014,23.707923,2025-01-15
ATH-100826,Metaxourgeio,Entire home/apt,122.76,10,20,37.983987,23.71766,2025-01-15
ATH-100827,Monastiraki,Entire home/apt,69.21,7,13,38.00676,23.733746,2025-01-15
ATH-100828,Exarcheia,Entire home/apt,118.33,1,16,37.977879,23.755988,2025-01-15
ATH-100829,Plaka,Entire home/apt,140.73,3,16,37.94607,23.715016,2025-01-15
ATH-100830,Pangrati,Entire home/apt,€95.75,2,22,38.017339,23.753108,2025-01-15
ATH-100831,Kallithea,Entire home/apt,66.92,1,13,37.966651,23.732025,2025-01-15
ATH-100832,Monastiraki,Private room,76.41,3,27,37.980716,23.682228,2025-01-15
ATH-100833,Exarcheia,Entire home/apt,77.06,1,18,38.005386,23.76641,2025-01-15
ATH-100834,Plaka,Entire home/apt,172.56,1,12,37.979034,23.722371,2025-01-15
ATH-100835,Monastiraki,Entire home/apt,130.82,3,18,37.984998,23.681607,2025-01-15
ATH-100836,Kolonaki,Entire home/apt,143.96,1,24,37.961722,23.741115,2025-01-15
ATH-100837,Kypseli,Entire home/apt,74.47,1,16,37.986434,23.732991,2025-01-15
ATH-100838,Neos Kosmos,Private room,44.45,3,17,37.979704,23.677682,2025-01-15
ATH-100839,Metaxourgeio,Entire home/apt,46.82,2,17,37.977281,23.71693,2025-01-15
ATH-100840,Psiri,Entire home/apt,156.56,3,22,37.966597,23.71845,2025-01-15
ATH-100841,Pangrati,Private room,103.16,2,17,37.961646,23.753469,2025-01-15
ATH-100842,Kypseli,Entire home/apt,86.09,2,14,37.964823,23.711029,2025-01-15
ATH-100843,Kolonaki,Entire home/apt,97.58,2,21,37.987219,23.730984,2025-01-15
ATH-100844,Vyronas,Private room,77.79,1,17,37.975795,23.719051,2025-01-15
ATH-100845,Kolonaki,Entire home/apt,111.97,1,25,37.965294,23.70943,2025-01-15
ATH-100846,Gazi,Entire home/apt,92.54,1,22,38.00914,23.716825,2025-01-15
ATH-100847,Ilion,Entire home/apt,70.07,7,13,38.020063,23.732435,2025-01-15
ATH-100848,Gazi,Entire home/apt,113.85,3,24,37.974858,23.720869,2025-01-15
ATH-100849,Kolonaki,Private room,193.16,1,16,38.016536,23.713904,2025-01-15
ATH-100850,,Entire home/apt,71.77,1,19,37.986019,23.730408,2025-01-15
ATH-100851,Koukaki,Entire home/apt,106.11,1,18,37.999607,23.713913,2025-01-15
ATH-100852,Kypseli,Entire home/apt,49.23,1,22,37.985747,23.764849,2025-01-15
ATH-100853,Kallithea,Private room,82.42,3,16,38.001758,23.716935,2025-01-15
ATH-100854,Neos Kosmos,Entire home/apt,129.76,1,14,37.979094,23.733161,2025-01-15
ATH-100855,Psiri,Entire home/apt,70.2,1,17,37.979689,23.744831,2025-01-15
ATH-100856,Kolonaki,Entire home/apt,136.81,3,20,37.965175,23.723598,2025-01-15
ATH-100857,Pangrati,Entire home/apt,93.58,3,20,37.985729,23.722244,2025-01-15
ATH-100858,Koukaki,Entire home/apt,65.61,1,17,37.962134,23.737097,2025-01-15
ATH-100859,Koukaki,Entire home/apt,76.01,7,17,37.958945,23.716074,2025-01-15
ATH-100860,Koukaki,Entire home/apt,83.55,4,21,37.972505,23.719394,2025-01-15
ATH-100861,Metaxourgeio,Entire home/apt,123.13,1,20,37.972236,23.737799,2025-01-15
ATH-100862,Syntagma,Entire home/apt,164.73,4,17,38.01816,23.73161,2025-01-15
ATH-100863,Zografou,Entire home/apt,€60.83,2,15,37.961018,23.723436,2025-01-15
ATH-100864,Gazi,Private room,164.39,5,22,37.971438,23.722816,2025-01-15
ATH-100865,Psiri,Entire home/apt,150.49,1,26,38.00633,23.749364,2025-01-15
ATH-100866,Metaxourgeio,Entire home/apt,83.59,3,15,37.977464,23.711961,2025-01-15
ATH-100867,Kypseli,Entire home/apt,77.83,1,16,37.99521,23.651743,2025-01-15
ATH-100868,Psiri,Entire home/apt,82.88,4,20,37.972655,23.705079,2025-01-15
ATH-100869,Plaka,Entire home/apt,143.16,4,27,37.9624,23.727602,2025-01-15
ATH-100870,Kallithea,Entire home/apt,70.53,1,18,38.001029,23.734095,2025-01-15
ATH-100871,Monastiraki,Entire home/apt,108.77,3,17,37.966067,23.7152,2025-01-15
ATH-100872,Monastiraki,Entire home/apt,83.47,2,9,37.982621,23.72081,2025-01-15
ATH-100873,Zografou,Entire home/apt,78.75,3,17,37.989209,23.718145,2025-01-15
ATH-100874,Psiri,Entire home/apt,114.86,2,21,37.967062,23.71417,2025-01-15
ATH-100875,Kypseli,Private room,65.97,2,25,37.968194,23.709198,2025-01-15
ATH-100876,Metaxourgeio,Entire home/apt,55.66,1,23,37.980717,23.713797,2025-01-15
ATH-100877,Metaxourgeio,Entire home/apt,59.29,1,17,37.951293,23.73098,2025-01-15
ATH-100878,Metaxourgeio,Entire home/apt,72.71,2,23,38.010391,23.760072,2025-01-15
ATH-100879,Gazi,Private room,84.18,1,24,37.981275,23.704625,2025-01-15
ATH-100880,Ilion,Entire home/apt,76.19,2,27,37.968737,23.713935,2025-01-15
ATH-100881,Kallithea,Private room,94.09,1,21,37.962058,23.744683,2025-01-15
ATH-100882,Pangrati,Private room,87.26,2,23,37.991379,23.70063,2025-01-15
ATH-100883,Neos Kosmos,Entire home/apt,80.57,1,23,37.971978,23.715242,2025-01-15
ATH-100884,Pangrati,Entire home/apt,91.16,1,19,37.982961,23.722228,2025-01-15
ATH-100885,Neos Kosmos,Entire home/apt,100.8,1,19,37.993057,23.698163,2025-01-15
ATH-100886,Ilion,Entire home/apt,57.49,1,25,37.94139,23.719827,2025-01-15
ATH-100887,Neos Kosmos,Entire home/apt,129.51,1,24,37.959788,23.747034,2025-01-15
ATH-100888,Zografou,Entire home/apt,42.0,7,18,37.967036,23.764107,2025-01-15
ATH-100889,Psiri,Entire home/apt,155.28,3,18,37.946868,23.753899,2025-01-15
ATH-100890,Neos Kosmos,Entire home/apt,115.63,2,16,37.977717,23.750284,2025-01-15
ATH-100891,Monastiraki,Entire home/apt,194.69,2,24,38.035621,23.739944,2025-01-15
ATH-100892,Syntagma,Entire home/apt,55.79,2,21,37.966461,23.755072,2025-01-15
ATH-100893,Kypseli,Shared room,36.45,1,19,37.972356,23.702756,2025-01-15
ATH-100894,Metaxourgeio,Private room,115.81,5,17,37.972896,23.738481,2025-01-15
ATH-100895,Ilion,Private room,50.56,2,16,37.965708,23.694666,2025-01-15
ATH-100896,Gazi,Entire home/apt,103.39,2,20,37.975442,23.723318,2025-01-15
ATH-100897,Ilion,Entire home/apt,94.48,1,23,37.965978,23.736176,2025-01-15
ATH-100898,Gazi,Entire home/apt,53.91,1,20,37.981872,23.705124,2025-01-15
ATH-100899,Zografou,Entire home/apt,49.73,5,14,37.980917,23.732395,2025-01-15
ATH-100900,Pangrati,Entire home/apt,76.97,2,22,37.977088,23.704794,2025-01-15
ATH-100901,Neos Kosmos,Entire home/apt,45.4,4,14,37.993118,23.739885,2025-01-15
ATH-100902,Ilion,Entire home/apt,45.69,2,18,37.975425,23.73082,2025-01-15
ATH-100903,Metaxourgeio,Entire home/apt,66.87,7,13,37.978714,23.73771,2025-01-15
ATH-100904,Zografou,Entire home/apt,85.09,1,11,37.974645,23.700692,2025-01-15
ATH-100905,Ilion,Entire home/apt,45.04,1,19,37.962505,23.700524,2025-01-15
ATH-100906,Neos Kosmos,Private room,72.53,1,12,38.007471,23.723878,2025-01-15
ATH-100907,Kolonaki,Entire home/apt,200.94,2,18,37.942929,23.727825,2025-01-15
ATH-100908,Kypseli,Entire home/apt,108.9,4,22,37.956419,23.70985,2025-01-15
ATH-100909,Ilion,Entire home/apt,89.31,1,20,37.999065,23.732615,2025-01-15
ATH-100910,Zografou,Entire home/apt,48.47,7,18,37.973727,23.70339,2025-01-15
ATH-100911,Syntagma,Entire home/apt,152.8,10,17,37.982007,23.724915,2025-01-15
ATH-100912,Ilion,Entire home/apt,58.08,3,17,37.982913,23.712295,2025-01-15
ATH-100913,Kypseli,Entire home/apt,59.1,1,23,37.996078,23.745217,2025-01-15
ATH-100914,Vyronas,Private room,64.56,1,22,37.97958,23.717582,2025-01-15
ATH-100915,Kolonaki,Entire home/apt,139.11,3,16,37.980489,23.673736,2025-01-15
ATH-100916,Kallithea,Private room,67.72,5,15,38.009323,23.730131,2025-01-15
ATH-100917,Vyronas,Private room,68.57,3,20,37.949525,23.700501,2025-01-15
ATH-100918,Vyronas,Entire home/apt,78.86,3,16,37.981293,23.714263,2025-01-15
ATH-100919,Kallithea,Entire home/apt,117.96,1,22,37.998846,23.716256,2025-01-15
ATH-100920,Kallithea,Entire home/apt,75.06,1,14,38.003086,23.749059,2025-01-15
ATH-100921,Kallithea,Entire home/apt,119.15,10,11,38.000409,23.750529,2025-01-15
ATH-100922,Kolonaki,Entire home/apt,181.72,10,22,37.959933,23.726108,2025-01-15
ATH-100923,Plaka,Entire home/apt,125.65,4,20,37.983623,23.70267,2025-01-15
ATH-100924,Syntagma,Entire home/apt,182.63,1,26,37.978935,23.74716,2025-01-15
ATH-100925,Plaka,Private room,126.18,2,18,37.97436,23.725553,2025-01-15
ATH-100926,Exarcheia,Entire home/apt,71.8,10,16,37.960275,23.734487,2025-01-15
ATH-100927,Zografou,Private room,65.95,2,21,37.980049,23.722211,2025-01-15
ATH-100928,Plaka,Entire home/apt,186.4,2,17,37.965553,23.746976,2025-01-15
ATH-100929,Vyronas,Private room,73.02,3,13,38.001176,23.676995,2025-01-15
ATH-100930,Exarcheia,Entire home/apt,110.28,2,22,37.953026,23.722023,2025-01-15
ATH-100931,Kypseli,Entire home/apt,69.7,1,24,38.001466,23.729544,2025-01-15
ATH-100932,Ilion,Private room,67.25,5,19,38.040481,23.70484,2025-01-15
ATH-100933,Syntagma,Private room,171.79,1,13,37.968122,23.70948,2025-01-15
ATH-100934,Gazi,Entire home/apt,97.39,3,17,37.969254,23.691528,2025-01-15
ATH-100935,Syntagma,Entire home/apt,168.89,2,23,37.947761,23.736972,2025-01-15
ATH-100936,Kypseli,Private room,38.41,1,18,37.996341,23.754243,2025-01-15
ATH-100937,Kolonaki,Entire home/apt,184.33,1,13,37.975137,23.715072,2025-01-15
ATH-100938,Kolonaki,Entire home/apt,154.93,3,16,37.984674,23.72468,2025-01-15
ATH-100939,Gazi,Entire home/apt,103.06,4,14,37.987817,23.733312,2025-01-15
ATH-100940,Pangrati,Entire home/apt,€126.98,1,19,37.997142,23.71534,2025-01-15
ATH-100941,Zografou,Entire home/apt,32.35,1,12,38.003961,23.700945,2025-01-15
ATH-100942,Syntagma,Private room,107.8,4,15,37.992384,23.712193,2025-01-15
ATH-100943,Metaxourgeio,Entire home/apt,104.03,1,18,37.987532,23.720826,2025-01-15
ATH-100944,Neos Kosmos,Entire home/apt,100.42,5,14,37.974139,23.734598,2025-01-15
ATH-100945,Zografou,Private room,74.56,1,19,37.989815,23.706093,2025-01-15
ATH-100946,Koukaki,Entire home/apt,168.85,1,27,37.975151,23.750325,2025-01-15
ATH-100947,Ilion,Private room,49.41,1,22,37.985588,23.736558,2025-01-15
ATH-100948,Kolonaki,Entire home/apt,171.71,1,21,37.952726,23.686772,2025-01-15
ATH-100949,Monastiraki,Entire home/apt,136.66,1,20,37.985545,23.714962,2025-01-15
ATH-100950,Exarcheia,Entire home/apt,95.0,4,24,37.957238,23.714003,2025-01-15
ATH-100951,Koukaki,Entire home/apt,€101.29,1,16,38.000562,23.726663,2025-01-15
ATH-100952,Plaka,Entire home/apt,193.16,1,20,37.98935,23.731212,2025-01-15
ATH-100953,Vyronas,Private room,69.87,1,17,37.990582,23.737773,2025-01-15
ATH-100954,Pangrati,Entire home/apt,74.95,2,20,38.002915,23.743077,2025-01-15
ATH-100955,Ilion,Entire home/apt,57.45,2,15,37.968246,23.693456,2025-01-15
ATH-100956,Kypseli,Entire home/apt,65.2,4,25,37.987243,23.699783,2025-01-15
ATH-100957,Gazi,Private room,97.47,2,18,37.958356,23.756944,2025-01-15
ATH-100958,Pangrati,Entire home/apt,156.85,2,12,38.011623,23.719284,2025-01-15
ATH-100959,Kypseli,Entire home/apt,110.31,1,26,37.976168,23.691057,2025-01-15
ATH-100960,Plaka,Entire home/apt,145.63,2,14,37.981448,23.714477,2025-01-15
ATH-100961,Syntagma,Entire home/apt,203.52,3,10,37.972921,23.749862,2025-01-15
ATH-100962,Pangrati,Entire home/apt,64.61,3,11,37.986376,23.767011,2025-01-15
ATH-100963,Syntagma,Entire home/apt,141.45,1,15,37.989557,23.722253,2025-01-15
ATH-100964,Vyronas,Entire home/apt,59.25,2,17,37.993742,23.721523,2025-01-15
ATH-100965,Vyronas,Private room,57.01,3,17,37.97457,23.735573,2025-01-15
ATH-100966,Kypseli,Private room,73.72,5,18,37.990293,23.716664,2025-01-15
ATH-100967,Koukaki,Entire home/apt,128.73,2,17,38.019386,23.730005,2025-01-15
ATH-100968,Syntagma,Entire home/apt,95.55,2,16,37.95936,23.756433,2025-01-15
ATH-100969,Kallithea,Entire home/apt,51.95,10,16,37.951525,23.680769,2025-01-15
ATH-100970,Syntagma,Entire home/apt,93.96,1,21,37.998536,23.740831,2025-01-15
ATH-100971,Gazi,Private room,122.35,1,17,37.957195,23.713,2025-01-15
ATH-100972,Syntagma,Entire home/apt,155.12,4,15,37.978241,23.720569,2025-01-15
ATH-100973,Pangrati,Private room,76.6,4,22,37.966822,23.715236,2025-01-15
ATH-100974,Koukaki,Entire home/apt,130.33,1,17,37.971311,23.735039,2025-01-15
ATH-100975,Metaxourgeio,Entire home/apt,71.61,2,13,38.003821,23.730438,2025-01-15
ATH-100976,Exarcheia,Entire home/apt,47.19,2,21,37.992344,23.742051,2025-01-15
ATH-100977,Kolonaki,Entire home/apt,151.85,3,19,37.979537,23.726573,2025-01-15
ATH-100978,Exarcheia,Entire home/apt,58.14,10,18,37.984901,23.742258,2025-01-15
ATH-100979,Exarcheia,Entire home/apt,90.5,2,13,38.031731,23.733046,2025-01-15
ATH-100980,Plaka,Entire home/apt,132.91,3,24,37.977285,23.770494,2025-01-15
ATH-100981,Koukaki,Entire home/apt,79.01,7,13,37.979374,23.707791,2025-01-15
ATH-100982,Gazi,Entire home/apt,56.17,3,24,37.978347,23.677768,2025-01-15
ATH-100983,Ilion,Entire home/apt,46.94,1,15,37.946836,23.736193,2025-01-15
ATH-100984,Monastiraki,Entire home/apt,100.69,3,21,37.984457,23.730248,2025-01-15
ATH-100985,Koukaki,Entire home/apt,123.02,1,17,38.002775,23.736216,2025-01-15
ATH-100986,Gazi,Entire home/apt,103.96,1,28,37.948298,23.716453,2025-01-15
ATH-100987,Monastiraki,Entire home/apt,384.66,2,20,37.98494,23.72168,2025-01-15
ATH-100988,Kypseli,Entire home/apt,80.49,1,19,37.995345,23.733323,2025-01-15
ATH-100989,Plaka,Entire home/apt,215.3,1,28,37.983192,23.713636,2025-01-15
ATH-100990,Kypseli,Entire home/apt,74.79,5,14,38.01932,23.720461,2025-01-15
ATH-100991,Syntagma,Private room,170.52,2,27,38.008039,23.717028,2025-01-15
ATH-100992,Kypseli,Entire home/apt,63.71,1,17,37.994474,23.746294,2025-01-15
ATH-100993,Neos Kosmos,Entire home/apt,128.35,3,15,37.985441,23.700935,2025-01-15
ATH-100994,Kolonaki,Entire home/apt,124.34,3,23,37.998992,23.710235,2025-01-15
ATH-100995,Kypseli,Entire home/apt,62.1,1,25,37.971446,23.71459,2025-01-15
ATH-100996,Neos Kosmos,Entire home/apt,€91.97,10,17,37.979956,23.669306,2025-01-15
ATH-100997,Monastiraki,Shared room,90.92,2,12,37.975603,23.730388,2025-01-15
ATH-100998,Zografou,Entire home/apt,77.92,2,13,37.963955,23.721282,2025-01-15
ATH-100999,Neos Kosmos,Entire home/apt,89.29,3,19,38.003497,23.781713,2025-01-15
ATH-101000,Neos Kosmos,Entire home/apt,151.32,3,17,37.977553,23.719603,2025-01-15
ATH-101001,Kypseli,Entire home/apt,117.12,2,29,37.992533,23.744933,2025-01-15
ATH-101002,Metaxourgeio,Entire home/apt,68.28,1,16,37.985094,23.698553,2025-01-15
ATH-101003,Vyronas,Entire home/apt,41.6,2,27,37.996968,23.72266,2025-01-15
ATH-101004,Metaxourgeio,Entire home/apt,63.3,2,19,37.991737,23.713944,2025-01-15
ATH-101005,Monastiraki,Entire home/apt,175.29,1,25,37.9749,23.721433,2025-01-15
ATH-101006,Plaka,Entire home/apt,284.74,5,13,38.002803,23.717359,2025-01-15
ATH-101007,Plaka,Entire home/apt,206.18,3,20,37.954074,23.759109,2025-01-15
ATH-101008,Metaxourgeio,Entire home/apt,123.67,10,23,37.991902,23.71993,2025-01-15
ATH-101009,Syntagma,Entire home/apt,83.6,7,23,38.003556,23.744571,2025-01-15
ATH-101010,Monastiraki,Entire home/apt,110.42,1,15,38.017065,23.7426,2025-01-15
ATH-101011,Monastiraki,Entire home/apt,192.57,3,8,37.968945,23.739923,2025-01-15
ATH-101012,Ilion,Private room,€87.89,1,24,37.998761,23.745734,2025-01-15
ATH-101013,Exarcheia,Entire home/apt,136.97,2,11,38.017564,23.752775,2025-01-15
ATH-101014,Pangrati,Private room,109.97,3,19,37.982943,23.743133,2025-01-15
ATH-101015,Monastiraki,Entire home/apt,123.23,2,22,37.990129,23.703541,2025-01-15
ATH-101016,Kallithea,Private room,78.23,4,12,37.957575,23.710222,2025-01-15
ATH-101017,Pangrati,Entire home/apt,142.72,10,27,37.977434,23.696183,2025-01-15
ATH-101018,Kypseli,Entire home/apt,30.83,1,17,37.970541,23.735875,2025-01-15
ATH-101019,Ilion,Private room,75.01,1,21,38.011299,23.747104,2025-01-15
ATH-101020,Psiri,Private room,161.98,2,20,37.984762,23.737477,2025-01-15
ATH-101021,Exarcheia,Entire home/apt,146.49,1,13,37.990517,23.726276,2025-01-15
ATH-101022,Psiri,Entire home/apt,126.72,1,13,37.983893,23.768074,2025-01-15
ATH-101023,Zografou,Entire home/apt,75.25,2,5,37.983891,23.705576,2025-01-15
ATH-101024,Neos Kosmos,Private room,116.75,7,20,38.004034,23.758023,2025-01-15
ATH-101025,Kallithea,Private room,56.2,1,11,37.976311,23.729216,2025-01-15
ATH-101026,Koukaki,Entire home/apt,189.74,2,24,37.979319,23.739362,2025-01-15
ATH-101027,Plaka,Entire home/apt,156.38,1,19,37.981175,23.697538,2025-01-15
ATH-101028,Monastiraki,Entire home/apt,127.82,10,23,37.976353,23.745717,2025-01-15
ATH-101029,Kypseli,Entire home/apt,52.99,1,19,37.962801,23.744097,2025-01-15
ATH-101030,Plaka,Entire home/apt,173.27,3,18,37.953797,23.72977,2025-01-15
ATH-101031,Vyronas,Entire home/apt,44.54,4,23,37.979118,23.740387,2025-01-15
ATH-101032,Monastiraki,Entire home/apt,128.06,1,18,38.014109,23.734621,2025-01-15
ATH-101033,Metaxourgeio,Entire home/apt,121.13,3,17,37.982264,23.738188,2025-01-15
ATH-101034,Ilion,Entire home/apt,46.6,1,15,38.02775,23.691033,2025-01-15
ATH-101035,Koukaki,Entire home/apt,104.22,3,20,37.969618,23.700062,2025-01-15
ATH-101036,Koukaki,Entire home/apt,159.2,2,18,37.965879,23.731861,2025-01-15
ATH-101037,Vyronas,Entire home/apt,72.88,2,23,37.988369,23.71721,2025-01-15
ATH-101038,Kypseli,Private room,82.17,2,14,37.986178,23.745269,2025-01-15
ATH-101039,Plaka,Private room,157.0,2,17,37.977622,23.711571,2025-01-15
ATH-101040,Koukaki,Private room,61.85,3,9,38.011569,23.755759,2025-01-15
ATH-101041,Psiri,Entire home/apt,92.06,7,23,37.963653,23.72967,2025-01-15
ATH-101042,Syntagma,Entire home/apt,104.68,3,14,38.007538,23.725774,2025-01-15
ATH-101043,Kolonaki,Entire home/apt,146.33,5,22,37.977827,23.693545,2025-01-15
ATH-101044,Syntagma,Entire home/apt,140.56,10,18,38.000448,23.738055,2025-01-15
ATH-101045,Monastiraki,Entire home/apt,97.43,2,8,38.00155,23.733251,2025-01-15
ATH-101046,Monastiraki,Private room,178.98,1,23,38.008934,23.70411,2025-01-15
ATH-101047,Ilion,Entire home/apt,69.34,1,16,37.96799,23.714846,2025-01-15
ATH-101048,Zografou,Private room,65.25,2,16,37.983477,23.704828,2025-01-15
ATH-101049,Kolonaki,Entire home/apt,275.24,1,15,37.970263,23.727218,2025-01-15
ATH-101050,Neos Kosmos,Entire home/apt,102.5,3,16,37.974992,23.715897,2025-01-15
ATH-101051,Koukaki,Entire home/apt,133.99,1,17,38.008885,23.722618,2025-01-15
ATH-101052,Syntagma,Private room,234.97,1,12,37.981975,23.704379,2025-01-15
ATH-101053,Gazi,Entire home/apt,74.34,1,20,37.982479,23.709709,2025-01-15
ATH-101054,Kypseli,Entire home/apt,67.91,4,11,37.951686,23.738702,2025-01-15
ATH-101055,Gazi,Entire home/apt,117.49,1,20,37.947298,23.782678,2025-01-15
ATH-101056,Zografou,Entire home/apt,84.18,1,17,37.959326,23.717858,2025-01-15
ATH-101057,Syntagma,Private room,123.26,1,22,37.966705,23.757878,2025-01-15
ATH-101058,Syntagma,Entire home/apt,197.58,3,15,38.009235,23.764747,2025-01-15
ATH-101059,Monastiraki,Private room,117.35,3,9,37.974844,23.732588,2025-01-15
ATH-101060,Monastiraki,Private room,278.06,2,18,38.003543,23.719313,2025-01-15
ATH-101061,Monastiraki,Entire home/apt,113.87,7,18,37.977564,23.730315,2025-01-15
