Order ID,Order Date,Region,State,Segment,Category,Sub-Category,Quantity,Discount,Sales,Profit,Order Date Parsed,Profit Ratio,Year,Month
ORD-000792,2014-02-04 17:33:15,South,NC,Consumer,Technology,Accessories,4,0.07,1150.26,182.58,2014-02-04 17:33:15,0.1587293307600021,2014,Feb
ORD-000793,2017-02-18 01:15:47,East,MD,Home Office,Furniture,Furnishings,2,0.0,604.67,-43.37,2017-02-18 01:15:47,-0.07172507318041246,2017,Feb
ORD-000794,2017-08-18 00:00:00,West,AZ,Home Office,Technology,Phones,2,0.1,643.54,138.36,2017-08-18 00:00:00,0.21499829070454055,2017,Aug
ORD-000795,2017-04-24 23:31:49,South,GA,Consumer,Technology,Phones,5,0.14,93.95,24.08,2017-04-24 23:31:49,0.25630654603512504,2017,Apr
ORD-000796,2016-09-05 21:02:07,West,CA,Corporate,Office Supplies,Binders,2,0.1,712.77,225.28,2016-09-05 21:02:07,0.31606268501760737,2016,Sep
ORD-000797,2018-01-16 17:37:29,East,MD,Consumer,Office Supplies,Binders,7,0.24,3145.66,186.67,2018-01-16 17:37:29,0.05934207765619933,2018,Jan
ORD-000798,2015-10-11 23:15:49,South,GA,Consumer,Furniture,Furnishings,7,0.09,1764.88,62.27,2015-10-11 23:15:49,0.03528285209192693,2015,Oct
ORD-000799,2014-08-30 08:30:54,West,CO,Consumer,Furniture,Furnishings,1,0.11,70.42,17.75,2014-08-30 08:30:54,0.25205907412666856,2014,Aug
ORD-000800,2017-06-06 17:07:37,East,MA,Home Office,Furniture,Tables,4,0.26,936.26,140.5,2017-06-06 17:07:37,0.15006515284215924,2017,Jun
ORD-000801,2015-09-20 23:30:23,West,CA,Consumer,Furniture,Furnishings,5,0.21,1635.04,158.28,2015-09-20 23:30:23,0.09680497113220472,2015,Sep
ORD-000802,2016-01-26 06:48:30,Central,MO,Consumer,Technology,Copiers,6,0.1,815.92,173.85,2016-01-26 06:48:30,0.2130723600352976,2016,Jan
ORD-000803,2015-10-24 09:27:37,West,AZ,Consumer,Office Supplies,Storage,1,0.23,6.67,-0.65,2015-10-24 09:27:37,-0.0974512743628186,2015,Oct
ORD-000804,2016-11-28 06:57:57,East,NY,Consumer,Furniture,Furnishings,4,0.1,26.67,-72.82,2016-11-28 06:57:57,-2.7304086989126355,2016,Nov
ORD-000805,2014-08-11 02:08:27,West,WA,Consumer,Technology,Machines,4,0.12,26.67,-50.23,2014-08-11 02:08:27,-1.883389576302962,2014,Aug
ORD-000806,2015-07-21 16:44:59,West,WA,Consumer,Office Supplies,Storage,3,0.08,1125.79,241.4,2015-07-21 16:44:59,0.21442720223132203,2015,Jul
ORD-000807,2018-03-04 19:29:54,West,CO,Corporate,Furniture,Tables,5,0.08,33.33,130.79,2018-03-04 19:29:54,3.924092409240924,2018,Mar
ORD-000808,2017-07-26 00:08:03,West,CA,Corporate,Office Supplies,Binders,2,0.12,356.83,-53.05,2017-07-26 00:08:03,-0.14867023512597036,2017,Jul
ORD-000809,2018-03-13 09:54:07,West,WA,Consumer,Office Supplies,Paper,1,0.16,187.58,101.69,2018-03-13 09:54:07,0.5421153641113124,2018,Mar
ORD-000810,2014-12-26 16:52:46,Central,WI,Consumer,Furniture,Tables,1,0.22,236.79,6.74,2014-12-26 16:52:46,0.02846403986654842,2014,Dec
ORD-000811,2017-12-03 23:57:45,South,NC,Corporate,Office Supplies,Storage,5,0.09,728.21,194.67,2017-12-03 23:57:45,0.2673267326732673,2017,Dec
ORD-000812,2018-12-09 21:32:19,South,TX,Corporate,Technology,Phones,3,0.23,835.97,151.9,2018-12-09 21:32:19,0.1817050851107097,2018,Dec
ORD-000813,2014-09-13 11:08:34,South,FL,Consumer,Office Supplies,Accessories,2,0.16,837.46,134.21,2014-09-13 11:08:34,0.1602584004012132,2014,Sep
ORD-000814,2018-03-04 05:31:17,South,TX,Consumer,Office Supplies,Paper,4,0.16,1460.78,128.55,2018-03-04 05:31:17,0.08800093100946071,2018,Mar
ORD-000815,2015-07-22 20:44:09,West,CA,Consumer,Technology,Copiers,8,0.34,3073.93,475.66,2015-07-22 20:44:09,0.15474002335772125,2015,Jul
ORD-000816,2015-02-08 12:41:05,East,PA,Consumer,Technology,Phones,5,0.16,1105.14,222.88,2015-02-08 12:41:05,0.20167580578026312,2015,Feb
ORD-000817,2015-02-23 07:32:44,South,NC,Consumer,Technology,Machines,4,0.13,540.41,123.71,2015-02-23 07:32:44,0.22891878388630854,2015,Feb
ORD-000818,2014-12-21 02:04:55,East,MA,Home Office,Technology,Machines,1,0.06,262.36,12.81,2014-12-21 02:04:55,0.048826040554962646,2014,Dec
ORD-000819,2018-07-02 00:32:11,Central,IL,Corporate,Furniture,Furnishings,4,0.22,374.25,64.21,2018-07-02 00:32:11,0.1715698062792251,2018,Jul
ORD-000820,2017-09-15 02:03:57,East,MA,Consumer,Furniture,Furnishings,5,0.2,466.43,-11.86,2017-09-15 02:03:57,-0.025427180927470358,2017,Sep
ORD-000821,2016-08-24 15:09:27,Central,WI,Consumer,Office Supplies,Accessories,2,0.29,91.3,-145.69,2016-08-24 15:09:27,-1.5957283680175247,2016,Aug
ORD-000822,2016-08-05 13:32:39,Central,IN,Corporate,Furniture,Tables,4,0.07,739.06,34.38,2016-08-05 13:32:39,0.046518550591291646,2016,Aug
ORD-000823,2014-11-14 01:30:07,East,MA,Corporate,Furniture,Tables,4,0.27,1098.44,-28.65,2014-11-14 01:30:07,-0.026082444193583625,2014,Nov
ORD-000824,2017-08-07 21:12:56,West,CO,Corporate,Furniture,Bookcases,4,0.16,923.37,-81.06,2017-08-07 21:12:56,-0.08778712758699113,2017,Aug
ORD-000825,2014-12-30 21:07:07,East,VA,Corporate,Furniture,Furnishings,2,0.21,704.98,91.31,2014-12-30 21:07:07,0.1295214048625493,2014,Dec
ORD-000826,2017-11-03 22:31:43,East,VA,Consumer,Office Supplies,Storage,8,0.35,1843.99,132.9,2017-11-03 22:31:43,0.07207197435994772,2017,Nov
ORD-000827,2015-05-05 02:18:10,West,WA,Consumer,Office Supplies,Accessories,2,0.21,473.84,62.66,2015-05-05 02:18:10,0.13223873037312173,2015,May
ORD-000828,2017-07-29 20:34:10,Central,WI,Home Office,Technology,Accessories,1,0.13,133.8,-25.26,2017-07-29 20:34:10,-0.18878923766816144,2017,Jul
ORD-000829,2017-07-15 20:06:41,Central,OH,Home Office,Office Supplies,Storage,6,0.11,995.26,70.45,2017-07-15 20:06:41,0.07078552338082511,2017,Jul
ORD-000830,2016-04-19 18:06:26,Central,MI,Consumer,Technology,Copiers,6,0.21,1671.93,142.23,2016-04-19 18:06:26,0.08506935098957491,2016,Apr
ORD-000831,2016-08-28 19:20:19,Central,MO,Corporate,Office Supplies,Storage,3,0.14,548.03,81.3,2016-08-28 19:20:19,0.14834954290823496,2016,Aug
ORD-000832,2018-11-18 04:26:21,Central,OH,Consumer,Technology,Accessories,1,0.06,211.36,-152.49,2018-11-18 04:26:21,-0.7214704769114307,2018,Nov
ORD-000833,2018-01-09 00:52:18,East,NY,Consumer,Technology,Phones,3,0.27,239.83,184.28,2018-01-09 00:52:18,0.768377600800567,2018,Jan
ORD-000834,2018-09-10 04:58:51,Central,MI,Home Office,Technology,Accessories,4,0.12,1476.11,113.69,2018-09-10 04:58:51,0.07702000528415905,2018,Sep
ORD-000835,2016-12-10 08:16:15,East,NY,Home Office,Furniture,Tables,5,0.06,1561.38,195.3,2016-12-10 08:16:15,0.12508165853283634,2016,Dec
ORD-000836,2016-07-06 04:53:57,West,WA,Consumer,Technology,Accessories,2,0.19,195.19,-25.2,2016-07-06 04:53:57,-0.12910497464009427,2016,Jul
ORD-000837,2016-05-11 09:35:47,West,CO,Consumer,Technology,Phones,5,0.29,566.88,-39.24,2016-05-11 09:35:47,-0.06922099915325995,2016,May
ORD-000838,2016-01-11 14:49:03,Central,WI,Consumer,Office Supplies,Paper,2,0.13,874.91,44.66,2016-01-11 14:49:03,0.05104525036860934,2016,Jan
ORD-000839,2016-11-13 06:55:45,East,NY,Corporate,Technology,Copiers,4,0.22,690.55,10.85,2016-11-13 06:55:45,0.015712113532691332,2016,Nov
ORD-000840,2015-10-23 12:20:15,West,CO,Consumer,Office Supplies,Binders,3,0.2,20.0,-30.65,2015-10-23 12:20:15,-1.5325,2015,Oct
ORD-000841,2018-02-28 04:56:07,West,WA,Consumer,Office Supplies,Paper,1,0.16,6.67,60.99,2018-02-28 04:56:07,9.14392803598201,2018,Feb
ORD-000842,2016-03-15 18:10:06,South,TX,Consumer,Furniture,Bookcases,5,0.16,1418.69,78.19,2016-03-15 18:10:06,0.05511422509498198,2016,Mar
ORD-000843,2017-07-15 08:42:08,West,CA,Corporate,Furniture,Tables,5,0.03,3026.27,348.01,2017-07-15 08:42:08,0.11499634864040552,2017,Jul
ORD-000844,2017-11-28 17:50:28,South,NC,Consumer,Furniture,Chairs,4,0.05,1051.44,113.51,2017-11-28 17:50:28,0.1079567069923153,2017,Nov
ORD-000845,2016-06-16 11:57:21,East,PA,Corporate,Furniture,Furnishings,7,0.13,1153.78,142.34,2016-06-16 11:57:21,0.12336840645530345,2016,Jun
ORD-000846,2018-01-19 10:54:23,East,PA,Corporate,Furniture,Bookcases,3,0.07,51.23,27.39,2018-01-19 10:54:23,0.5346476673823932,2018,Jan
ORD-000847,2017-12-06 00:52:34,West,WA,Home Office,Furniture,Furnishings,6,0.13,1805.58,42.91,2017-12-06 00:52:34,0.02376521671706598,2017,Dec
ORD-000848,2017-09-13 12:54:10,East,MA,Consumer,Technology,Machines,3,0.23,1273.01,114.04,2017-09-13 12:54:10,0.08958295692885367,2017,Sep
ORD-000849,2014-08-22 10:13:02,Central,IN,Consumer,Furniture,Tables,3,0.12,711.35,3.25,2014-08-22 10:13:02,0.004568777676249385,2014,Aug
ORD-000850,2018-07-19 22:09:51,South,NC,Corporate,Office Supplies,Accessories,1,0.06,6.67,-76.52,2018-07-19 22:09:51,-11.472263868065967,2018,Jul
ORD-000851,2014-01-06 03:47:40,Central,WI,Consumer,Office Supplies,Accessories,4,0.05,1286.74,60.72,2014-01-06 03:47:40,0.04718902031490433,2014,Jan
ORD-000852,2018-12-01 04:22:07,West,WA,Consumer,Office Supplies,Paper,2,0.1,778.9,1.47,2018-12-01 04:22:07,0.0018872769290024394,2018,Dec
ORD-000853,2017-04-04 09:42:50,South,GA,Home Office,Furniture,Chairs,4,0.19,134.82,5.67,2017-04-04 09:42:50,0.042056074766355145,2017,Apr
ORD-000854,2016-02-26 23:06:39,West,AZ,Consumer,Technology,Copiers,5,0.18,1213.92,163.49,2016-02-26 23:06:39,0.13467938579148545,2016,Feb
ORD-000855,2018-07-23 06:18:52,East,MA,Consumer,Technology,Accessories,1,0.08,81.81,-66.03,2018-07-23 06:18:52,-0.8071140447378071,2018,Jul
ORD-000856,2015-07-26 10:07:40,South,TN,Consumer,Office Supplies,Paper,3,0.29,1436.97,192.55,2015-07-26 10:07:40,0.13399723028316526,2015,Jul
ORD-000857,2015-02-19 07:38:39,East,NY,Consumer,Furniture,Chairs,5,0.2,2223.75,329.92,2015-02-19 07:38:39,0.1483620011242271,2015,Feb
ORD-000858,2018-11-01 21:30:12,Central,IN,Consumer,Technology,Accessories,2,0.25,246.52,-8.87,2018-11-01 21:30:12,-0.03598085348044783,2018,Nov
ORD-000859,2015-03-28 07:47:56,Central,IL,Consumer,Technology,Phones,6,0.06,2477.75,302.12,2015-03-28 07:47:56,0.12193320552920997,2015,Mar
ORD-000860,2016-04-30 19:43:39,West,AZ,Corporate,Office Supplies,Storage,4,0.18,1061.43,110.27,2016-04-30 19:43:39,0.10388815089077941,2016,Apr
ORD-000861,2018-06-15 14:26:02,South,TN,Consumer,Technology,Phones,5,0.23,500.58,146.89,2018-06-15 14:26:02,0.29343961005233926,2018,Jun
ORD-000862,2016-11-21 20:05:19,Central,WI,Consumer,Office Supplies,Binders,1,0.11,6.67,9.22,2016-11-21 20:05:19,1.3823088455772115,2016,Nov
ORD-000863,2017-01-19 20:41:55,East,PA,Consumer,Furniture,Bookcases,1,0.21,526.28,,2017-01-19 20:41:55,,2017,Jan
ORD-000864,2014-12-17 19:42:32,Central,OH,Home Office,Technology,Accessories,5,0.11,735.46,97.6,2014-12-17 19:42:32,0.13270606151252276,2014,Dec
ORD-000865,2017-08-10 23:49:44,Central,IN,Consumer,Office Supplies,Binders,1,0.14,260.25,-14.26,2017-08-10 23:49:44,-0.05479346781940442,2017,Aug
ORD-000866,2015-11-21 10:28:17,South,NC,Corporate,Office Supplies,Accessories,2,0.09,66.37,-16.41,2015-11-21 10:28:17,-0.24725026367334638,2015,Nov
ORD-000867,2016-06-07 11:04:21,South,FL,Consumer,Office Supplies,Paper,8,0.19,2752.44,246.79,2016-06-07 11:04:21,0.08966226330092572,2016,Jun
ORD-000868,2016-01-01 03:23:46,Central,OH,Consumer,Office Supplies,Storage,2,0.24,13.33,23.75,2016-01-01 03:23:46,1.781695423855964,2016,Jan
ORD-000869,2018-10-10 08:16:30,Central,IN,Corporate,Technology,Accessories,4,0.17,1386.7,222.5,2018-10-10 08:16:30,0.1604528737289969,2018,Oct
ORD-000870,2014-09-17 13:10:22,Central,WI,Consumer,Office Supplies,Storage,5,0.23,775.59,206.54,2014-09-17 13:10:22,0.2663004938176098,2014,Sep
ORD-000871,2017-02-05 08:50:12,South,TN,Home Office,Furniture,Tables,4,0.27,278.86,18.12,2017-02-05 08:50:12,0.06497884242989313,2017,Feb
ORD-000872,2014-09-10 05:23:38,South,GA,Consumer,Office Supplies,Accessories,6,0.23,972.88,139.39,2014-09-10 05:23:38,0.14327563522736617,2014,Sep
ORD-000873,2014-05-14 09:54:23,Central,MO,Corporate,Office Supplies,Storage,5,0.09,1780.87,260.45,2014-05-14 09:54:23,0.14624874359161533,2014,May
ORD-000874,2014-10-19 17:37:33,South,FL,Consumer,Furniture,Tables,2,0.08,131.23,25.3,2014-10-19 17:37:33,0.19279128248114,2014,Oct
ORD-000875,2014-05-02 06:59:30,West,WA,Corporate,Furniture,Bookcases,7,0.04,46.67,-17.58,2014-05-02 06:59:30,-0.37668737947289477,2014,May
ORD-000876,2017-04-08 08:18:41,Central,WI,Consumer,Office Supplies,Paper,5,0.17,556.7,79.86,2017-04-08 08:18:41,0.14345248787497752,2017,Apr
ORD-000877,2017-02-23 02:41:32,Central,MI,Corporate,Technology,Copiers,3,0.21,864.2,21.76,2017-02-23 02:41:32,0.025179356630409627,2017,Feb
ORD-000878,2018-08-02 01:03:28,South,TN,Consumer,Technology,Machines,4,0.09,536.36,-106.88,2018-08-02 01:03:28,-0.19926914758744127,2018,Aug
ORD-000879,2015-10-29 09:07:39,Central,MO,Corporate,Technology,Phones,2,0.15,544.6,148.01,2015-10-29 09:07:39,0.2717774513404333,2015,Oct
ORD-000880,2017-10-19 04:29:42,East,MA,Corporate,Office Supplies,Binders,4,0.18,26.67,-6.09,2017-10-19 04:29:42,-0.22834645669291337,2017,Oct
ORD-000881,2014-11-16 18:30:03,Central,WI,Home Office,Technology,Machines,5,0.24,1209.72,106.65,2014-11-16 18:30:03,0.08816089673643487,2014,Nov
ORD-000882,2015-08-07 03:46:30,Central,IL,Corporate,Office Supplies,Paper,3,0.02,657.99,81.63,2015-08-07 03:46:30,0.12405963616468335,2015,Aug
ORD-000883,2015-08-16 22:50:28,Central,WI,Consumer,Furniture,Furnishings,4,0.15,457.42,3.61,2015-08-16 22:50:28,0.007892090420182764,2015,Aug
ORD-000884,2018-09-10 03:25:57,Central,OH,Consumer,Office Supplies,Binders,7,0.21,644.48,102.22,2018-09-10 03:25:57,0.15860849056603774,2018,Sep
ORD-000885,2018-11-02 23:24:41,Central,IL,Consumer,Office Supplies,Binders,1,0.26,185.26,-13.37,2018-11-02 23:24:41,-0.07216884378711001,2018,Nov
ORD-000886,2018-02-28 04:23:12,South,TN,Corporate,Office Supplies,Accessories,1,0.03,393.35,278.92,2018-02-28 04:23:12,0.7090885979407652,2018,Feb
ORD-000887,2015-05-07 15:34:22,Central,WI,Consumer,Office Supplies,Binders,1,0.17,358.29,-3.0,2015-05-07 15:34:22,-0.008373105584861425,2015,May
ORD-000888,2016-12-23 00:00:00,Central,IL,Consumer,Technology,Copiers,1,0.11,130.03,22.3,2016-12-23 00:00:00,0.1714988848727217,2016,Dec
ORD-000889,2018-02-11 09:09:09,South,NC,Corporate,Technology,Phones,7,0.24,1447.46,149.76,2018-02-11 09:09:09,0.10346399900515385,2018,Feb
ORD-000890,2017-12-12 12:54:20,Central,IN,Corporate,Office Supplies,Accessories,2,0.24,193.41,84.75,2017-12-12 12:54:20,0.43818830463781605,2017,Dec
ORD-000891,2015-09-16 10:37:17,West,WA,Consumer,Office Supplies,Storage,2,0.11,589.55,128.95,2015-09-16 10:37:17,0.21872614706131796,2015,Sep
ORD-000892,2014-02-11 18:56:42,South,FL,Corporate,Office Supplies,Binders,3,0.07,853.94,22.24,2014-02-11 18:56:42,0.026043984354872703,2014,Feb
ORD-000893,2014-07-20 04:03:42,Central,WI,Consumer,Technology,Accessories,1,0.11,124.18,52.18,2014-07-20 04:03:42,0.4201964889676276,2014,Jul
ORD-000894,2017-07-28 10:11:51,South,TN,Home Office,Furniture,Bookcases,4,0.03,1426.37,192.73,2017-07-28 10:11:51,0.13511921871604143,2017,Jul
ORD-000895,2015-05-01 23:22:54,West,CO,Consumer,Technology,Accessories,2,0.12,252.71,-82.57,2015-05-01 23:22:54,-0.32673815836334136,2015,May
ORD-000896,2018-11-21 12:52:35,Central,WI,Corporate,Technology,Phones,3,0.19,398.41,-7.39,2018-11-21 12:52:35,-0.01854873120654602,2018,Nov
ORD-000897,2015-04-24 15:08:57,East,PA,Consumer,Furniture,Bookcases,4,0.03,26.67,79.49,2015-04-24 15:08:57,2.98050243719535,2015,Apr
ORD-000898,2018-04-12 12:18:51,Central,IL,Corporate,Furniture,Tables,2,0.16,560.44,169.41,2018-04-12 12:18:51,0.3022803511526657,2018,Apr
ORD-000899,2018-09-06 10:12:23,Central,MO,Home Office,Technology,Accessories,4,0.26,1925.94,323.24,2018-09-06 10:12:23,0.1678349273601462,2018,Sep
ORD-000900,2015-06-04 02:59:47,East,VA,Consumer,Technology,Phones,6,0.26,1945.4,173.95,2015-06-04 02:59:47,0.08941605839416057,2015,Jun
ORD-000901,2014-09-11 00:44:52,Central,IL,Consumer,Technology,Copiers,2,0.02,834.72,29.18,2014-09-11 00:44:52,0.03495783017059613,2014,Sep
ORD-000902,2018-03-13 11:57:45,West,AZ,Consumer,Office Supplies,Storage,3,0.29,20.0,89.36,2018-03-13 11:57:45,4.468,2018,Mar
ORD-000903,2015-05-26 22:37:51,West,AZ,Consumer,Office Supplies,Binders,3,0.17,952.82,173.35,2015-05-26 22:37:51,0.18193362859721668,2015,May
ORD-000904,2014-08-04 09:21:02,East,VA,Consumer,Technology,Accessories,1,0.09,6.67,142.08,2014-08-04 09:21:02,21.301349325337334,2014,Aug
ORD-000905,2016-08-14 21:26:10,South,TX,Consumer,Office Supplies,Accessories,5,0.18,2038.97,211.21,2016-08-14 21:26:10,0.10358661481041899,2016,Aug
ORD-000906,2016-07-10 13:08:13,West,WA,Consumer,Technology,Machines,1,0.0,6.67,-51.77,2016-07-10 13:08:13,-7.761619190404798,2016,Jul
ORD-000907,2015-01-09 06:02:34,West,AZ,Consumer,Office Supplies,Accessories,3,0.11,774.6,159.05,2015-01-09 06:02:34,0.20533178414665634,2015,Jan
ORD-000908,2014-05-30 18:48:49,South,GA,Consumer,Office Supplies,Storage,4,0.14,695.06,72.51,2014-05-30 18:48:49,0.1043219290420971,2014,May
ORD-000909,2015-12-15 18:56:54,South,TX,Corporate,Office Supplies,Storage,4,0.06,1179.39,130.88,2015-12-15 18:56:54,0.11097262143989688,2015,Dec
ORD-000910,2015-06-17 05:24:07,East,MA,Home Office,Office Supplies,Accessories,3,0.23,745.84,172.85,2015-06-17 05:24:07,0.23175211841681861,2015,Jun
ORD-000911,2014-10-09 10:58:37,East,VA,Consumer,Office Supplies,Storage,2,0.22,112.96,-15.83,2014-10-09 10:58:37,-0.14013810198300283,2014,Oct
ORD-000912,2018-10-08 13:07:21,South,TN,Corporate,Office Supplies,Storage,3,0.08,1003.1,106.13,2018-10-08 13:07:21,0.1058020137573522,2018,Oct
ORD-000913,2016-12-13 14:15:06,Central,IN,Corporate,Office Supplies,Binders,2,0.14,344.82,159.03,2016-12-13 14:15:06,0.4611971463372194,2016,Dec
ORD-000914,2015-06-16 19:56:49,West,WA,Corporate,Technology,Phones,3,0.21,755.74,125.7,2015-06-16 19:56:49,0.16632704369227513,2015,Jun
ORD-000915,2015-09-02 14:27:48,West,CO,Corporate,Technology,Copiers,1,0.2,6.67,100.24,2015-09-02 14:27:48,15.02848575712144,2015,Sep
ORD-000916,2015-11-15 23:13:53,South,FL,Corporate,Furniture,Furnishings,3,0.25,1209.34,52.55,2015-11-15 23:13:53,0.043453453950088476,2015,Nov
ORD-000917,2016-11-20 13:53:08,East,MA,Corporate,Office Supplies,Storage,4,0.03,26.67,118.94,2016-11-20 13:53:08,4.459692538432695,2016,Nov
ORD-000918,2015-07-12 04:34:23,South,TN,Consumer,Office Supplies,Accessories,1,0.26,312.66,-89.25,2015-07-12 04:34:23,-0.2854538476300134,2015,Jul
ORD-000919,2014-10-28 20:46:30,South,GA,Home Office,Office Supplies,Storage,1,0.22,213.43,-46.1,2014-10-28 20:46:30,-0.21599587686829405,2014,Oct
ORD-000920,2017-03-19 05:27:49,South,GA,Corporate,Technology,Machines,3,0.13,20.0,-39.89,2017-03-19 05:27:49,-1.9945,2017,Mar
ORD-000921,2018-02-17 06:53:24,West,CO,Consumer,Office Supplies,Storage,2,0.23,283.82,21.3,2018-02-17 06:53:24,0.0750475653583257,2018,Feb
ORD-000922,2015-09-02 19:20:08,East,MD,Corporate,Office Supplies,Accessories,2,0.08,417.48,106.5,2015-09-02 19:20:08,0.25510204081632654,2015,Sep
ORD-000923,2016-12-25 13:36:03,East,MD,Corporate,Technology,Accessories,6,0.21,40.0,-17.77,2016-12-25 13:36:03,-0.44425,2016,Dec
ORD-000924,2016-06-08 08:21:58,South,GA,Corporate,Office Supplies,Storage,1,0.12,318.75,203.45,2016-06-08 08:21:58,0.6382745098039215,2016,Jun
ORD-000925,2014-07-20 16:56:09,Central,OH,Home Office,Office Supplies,Accessories,3,0.07,488.25,-80.01,2014-07-20 16:56:09,-0.1638709677419355,2014,Jul
ORD-000926,2017-11-18 15:14:54,West,AZ,Consumer,Office Supplies,Accessories,1,0.19,161.62,52.48,2017-11-18 15:14:54,0.324712288083158,2017,Nov
ORD-000927,2016-04-05 08:01:00,South,GA,Consumer,Technology,Accessories,4,0.23,922.73,107.38,2016-04-05 08:01:00,0.11637206983624679,2016,Apr
ORD-000928,2016-04-04 09:16:40,Central,IL,Home Office,Office Supplies,Paper,1,0.06,199.84,87.86,2016-04-04 09:16:40,0.4396517213771017,2016,Apr
ORD-000929,2018-09-07 05:33:59,South,TN,Consumer,Office Supplies,Paper,3,0.21,912.94,143.05,2018-09-07 05:33:59,0.15669156790150504,2018,Sep
ORD-000930,2015-09-03 06:55:48,Central,IL,Corporate,Technology,Phones,6,0.03,1692.59,187.31,2015-09-03 06:55:48,0.11066472093064476,2015,Sep
ORD-000931,2015-12-21 12:48:09,West,CA,Consumer,Furniture,Furnishings,6,0.0,479.15,47.79,2015-12-21 12:48:09,0.09973912136074299,2015,Dec
ORD-000932,2015-08-18 11:36:57,West,AZ,Corporate,Furniture,Tables,1,0.26,125.76,-31.67,2015-08-18 11:36:57,-0.2518288804071247,2015,Aug
ORD-000933,2018-01-27 19:22:53,South,FL,Corporate,Office Supplies,Accessories,3,0.19,259.23,-122.71,2018-01-27 19:22:53,-0.47336342244338997,2018,Jan
ORD-000934,2016-04-06 08:29:11,West,CO,Corporate,Office Supplies,Storage,4,0.23,771.41,102.24,2016-04-06 08:29:11,0.1325365240274303,2016,Apr
ORD-000935,2015-07-28 14:58:00,East,MA,Corporate,Furniture,Tables,4,0.24,372.64,-93.7,2015-07-28 14:58:00,-0.251449119793903,2015,Jul
ORD-000936,2015-02-12 23:59:22,South,TX,Consumer,Furniture,Chairs,1,0.1,238.93,-11.38,2015-02-12 23:59:22,-0.047629012681538525,2015,Feb
ORD-000937,2014-08-02 13:00:16,Central,MI,Home Office,Furniture,Chairs,3,0.13,442.71,99.67,2014-08-02 13:00:16,0.22513609360529468,2014,Aug
ORD-000938,2016-10-01 11:22:57,East,MD,Consumer,Office Supplies,Storage,7,0.16,219.12,-19.61,2016-10-01 11:22:57,-0.08949434100036509,2016,Oct
ORD-000939,2018-03-12 18:42:08,Central,MI,Consumer,Office Supplies,Paper,6,0.18,40.0,-96.45,2018-03-12 18:42:08,-2.41125,2018,Mar
ORD-000940,2018-04-10 09:11:11,South,GA,Corporate,Office Supplies,Paper,1,0.3,128.59,21.56,2018-04-10 09:11:11,0.16766467065868262,2018,Apr
ORD-000941,2014-03-08 21:17:41,East,VA,Corporate,Technology,Machines,1,0.27,37.77,-9.6,2014-03-08 21:17:41,-0.2541699761715647,2014,Mar
ORD-000942,2016-10-29 21:02:27,Central,MO,Corporate,Office Supplies,Storage,2,0.19,81.97,62.87,2016-10-29 21:02:27,0.7669879224106381,2016,Oct
ORD-000943,2018-09-10 04:07:10,Central,MI,Consumer,Office Supplies,Accessories,5,0.11,2147.37,263.24,2018-09-10 04:07:10,0.12258716476433965,2018,Sep
ORD-000944,2018-06-20 13:12:24,West,AZ,Corporate,Technology,Copiers,7,0.15,1562.55,148.24,2018-06-20 13:12:24,0.09487056414194747,2018,Jun
ORD-000945,2017-12-03 02:18:33,Central,OH,Corporate,Furniture,Bookcases,3,0.14,584.7,-4.74,2017-12-03 02:18:33,-0.00810672139558748,2017,Dec
ORD-000946,2018-01-10 03:33:29,East,VA,Consumer,Furniture,Tables,1,0.24,97.71,-25.28,2018-01-10 03:33:29,-0.2587247978712517,2018,Jan
ORD-000947,2015-12-05 16:50:05,East,VA,Corporate,Technology,Phones,3,0.11,1236.57,238.69,2015-12-05 16:50:05,0.19302586994670742,2015,Dec
ORD-000948,2014-09-08 04:10:04,West,CO,Corporate,Furniture,Tables,4,0.16,26.67,61.07,2014-09-08 04:10:04,2.2898387701537306,2014,Sep
ORD-000949,2014-02-02 00:30:07,South,TN,Corporate,Office Supplies,Accessories,3,0.36,20.0,75.12,2014-02-02 00:30:07,3.7560000000000002,2014,Feb
ORD-000950,2018-01-24 07:35:48,South,TX,Corporate,Technology,Machines,5,0.13,536.19,129.03,2018-01-24 07:35:48,0.2406423096290494,2018,Jan
ORD-000951,2018-10-27 10:31:52,Central,MO,Home Office,Technology,Copiers,6,0.2,1985.36,246.59,2018-10-27 10:31:52,0.12420417455776284,2018,Oct
ORD-000952,2018-08-10 14:35:53,Central,OH,Home Office,Technology,Phones,3,0.1,377.07,106.22,2018-08-10 14:35:53,0.28169835839499296,2018,Aug
ORD-000953,2014-09-30 04:43:28,South,TN,Consumer,Furniture,Tables,4,0.04,876.01,125.45,2014-09-30 04:43:28,0.1432061277839294,2014,Sep
ORD-000954,2014-04-09 04:00:42,East,VA,Consumer,Technology,Phones,2,0.19,826.01,143.9,2014-04-09 04:00:42,0.174210965968935,2014,Apr
ORD-000955,2016-03-17 22:15:50,West,CA,Consumer,Office Supplies,Storage,6,0.18,175.44,18.96,2016-03-17 22:15:50,0.10807113543091657,2016,Mar
ORD-000956,2018-04-27 13:36:01,Central,MO,Consumer,Technology,Machines,8,0.12,53.33,-30.57,2018-04-27 13:36:01,-0.5732233264579036,2018,Apr
ORD-000957,2017-06-29 20:34:09,East,MA,Consumer,Technology,Phones,2,0.18,380.16,-27.19,2017-06-29 20:34:09,-0.07152251683501683,2017,Jun
