Order ID,Order Date,Region,State,Segment,Category,Sub-Category,Quantity,Discount,Sales,Profit
ORD-000634,2016-11-01 01:08:47,East,MD,Consumer,Office Supplies,Paper,2,0.19,326.98,-101.96
ORD-000635,2014-11-01 08:17:21,East,VA,Consumer,Office Supplies,Paper,2,0.27,226.27,71.68
ORD-000636,2014-08-20 01:40:29,South,FL,Corporate,Technology,Copiers,4,0.23,26.67,-85.94
ORD-000637,2014-08-28 08:24:06,East,MD,Consumer,Furniture,Chairs,4,0.3,1320.98,21.61
ORD-000638,2015-12-09 17:03:56,West,AZ,Corporate,Furniture,Furnishings,4,0.09,868.24,-1.71
ORD-000639,2014-02-07 04:56:59,South,TN,Consumer,Office Supplies,Storage,4,19%,922.7,42.93
ORD-000640,2016-03-30 02:15:01,South,TN,Consumer,Furniture,Tables,5,0.18,33.33,18.69
ORD-000641,2018-06-25 00:31:16,South,FL,Consumer,Office Supplies,Storage,1,0.1,202.34,92.82
ORD-000642,2014-08-09 02:30:33,South,NC,Consumer,Technology,Accessories,4,0.25,1718.88,307.04
ORD-000643,2014-07-13 01:45:05,East,MD,Corporate,Furniture,Tables,4,0.14,143.69,-148.33
ORD-000644,2016-07-01 04:17:39,Central,IL,Corporate,Technology,Copiers,4,0.17,1265.21,154.57
ORD-000645,2018-11-07 22:36:10,South,FL,Consumer,Office Supplies,Accessories,6,0.14,1128.3,130.64
ORD-000646,2017-09-27 10:16:59,East,VA,Corporate,Technology,Copiers,6,0.3,2433.53,205.72
ORD-000647,2016-09-26 01:38:29,Central,OH,Corporate,Office Supplies,Storage,1,0.06,40.72,-101.32
ORD-000648,2017-06-16 02:38:19,East,VA,Consumer,Office Supplies,Accessories,2,0.07,506.07,120.65
ORD-000649,2017-08-08 13:27:17,South,TN,Corporate,Furniture,Chairs,5,0.1,1430.76,94.04
ORD-000650,2014-08-02 19:13:35,East,VA,Home Office,Furniture,Tables,2,0.05,13.33,10.91
ORD-000651,2015-11-10 00:37:13,South,FL,Corporate,Office Supplies,Paper,5,0.12,489.25,118.76
ORD-000652,2015-12-23 09:48:56,East,VA,Home Office,Furniture,Bookcases,3,0.09,1504.84,75.67
ORD-000653,2016-04-15 08:14:05,East,MD,Consumer,Office Supplies,Paper,4,0.29,731.36,-6.89
ORD-000654,2015-01-25 02:27:17,South,NC,Consumer,Office Supplies,Accessories,4,0.1,579.18,106.2
ORD-000655,2014-09-23 21:19:46,East,VA,Consumer,Technology,Phones,4,0.14,1769.29,370.48
ORD-000656,2014-02-15 13:25:11,Central,OH,Consumer,Technology,Accessories,3,0.0,1404.93,132.43
ORD-000657,2016-04-13 12:26:56,South,NC,Corporate,Technology,Machines,7,0.23,1743.31,219.68
ORD-000658,2017-10-05 15:32:57,West,AZ,Corporate,Furniture,Chairs,1,0.13,6.67,50.01
ORD-000659,2015-10-18 11:30:37,west,WA,Consumer,Technology,Machines,4,0.03,1624.35,249.38
ORD-000660,2018-02-18 03:58:57,West,WA,Consumer,Furniture,Bookcases,1,0.17,6.67,-43.88
ORD-000661,2016-02-28 02:58:27,East,MA,Consumer,Technology,Accessories,2,0.16,700.06,203.73
ORD-000662,2015-05-10 07:08:28,Central,WI,Consumer,Office Supplies,Binders,3,0.13,1408.0,165.49
ORD-000663,2015-05-16 13:03:48,South,NC,Corporate,Office Supplies,Paper,5,0.14,1883.24,130.85
ORD-000664,2015-03-22 05:06:24,South,TN,Consumer,Office Supplies,Storage,2,0.18,399.41,124.77
ORD-000665,2015-03-05 01:53:41,Central,IN,Home Office,Technology,Phones,4,0.22,26.67,168.47
ORD-000666,2015-07-23 04:16:08,Central,IL,Consumer,Technology,Phones,3,0.22,534.64,96.35
ORD-000667,2018-09-25 23:38:35,Central,MO,Consumer,Office Supplies,Storage,2,0.09,674.99,20.44
ORD-000668,2017-04-20 21:20:15,south,TX,Consumer,Technology,Accessories,5,0.25,1140.63,297.6
ORD-000669,2016-09-23 02:33:31,West,WA,Consumer,Technology,Copiers,1,0.06,115.06,-25.38
ORD-000670,2018-10-27 21:38:35,South,TN,Home Office,Furniture,Furnishings,5,0.12,783.37,138.72
ORD-000671,2016-02-29 20:48:59,West,AZ,Consumer,Technology,Phones,3,0.21,64.07,-55.5
ORD-000672,2017-01-17 00:09:40,South,TX,Consumer,Office Supplies,Paper,2,0.18,678.8,59.69
ORD-000673,2016-12-31 08:23:56,East,NY,Consumer,Furniture,Bookcases,3,0.27,424.39,179.73
ORD-000674,2018-12-20 15:46:15,East,MD,Consumer,Office Supplies,Binders,6,0.11,1054.45,-46.85
ORD-000675,2018-08-24 16:25:29,South,FL,Home Office,Office Supplies,Storage,1,0.25,90.92,38.49
ORD-000676,2015-11-30 01:10:31,South,GA,Home Office,Technology,Copiers,5,0.17,836.54,20.42
ORD-000677,2017-05-31 11:26:18,East,PA,Corporate,Technology,Accessories,5,0.25,968.94,114.89
ORD-000678,2014-06-15 22:27:13,Central,IL,Consumer,Technology,Copiers,2,0.18,438.39,53.31
ORD-000679,2016-08-02 04:21:53,Central,OH,Home Office,Technology,Accessories,4,0.22,536.03,
ORD-000680,2017-01-26 12:39:24,South,TX,Home Office,Furniture,Chairs,3,0.21,774.79,-33.67
ORD-000681,2015-08-18 20:57:25,East,VA,Corporate,Furniture,Tables,5,0.29,993.14,153.45
ORD-000682,2015-07-21 06:14:55,Central,WI,Consumer,Technology,Copiers,2,0.13,562.75,91.11
ORD-000683,2017-10-15 19:42:25,Central,MO,Consumer,Office Supplies,Accessories,1,0.1,189.72,-90.78
ORD-000684,2017-10-25 04:50:47,South,TN,Corporate,Technology,Copiers,4,0.21,1377.39,391.67
ORD-000685,2015-10-21 07:50:40,West,CO,Home Office,Furniture,Chairs,2,0.19,630.9,45.23
ORD-000686,2015-08-11 10:05:27,East,VA,Corporate,Technology,Machines,2,0.37,110.31,-71.34
ORD-000687,2018-12-02 06:38:22,Central,MO,Home Office,Furniture,Bookcases,3,0.31,20.0,25.61
ORD-000688,2016-06-20 23:00:42,East,PA,Corporate,Technology,Copiers,2,0.21,500.35,107.52
ORD-000689,2014-07-05 18:10:29,East,VA,Corporate,Technology,Phones,4,0.17,1016.59,326.95
ORD-000690,2016-02-08 12:15:17,West,AZ,Consumer,Technology,Machines,6,0.22,1494.75,235.03
ORD-000691,2017-01-31 11:05:32,South,TN,Corporate,Furniture,Furnishings,3,0.22,1018.11,-105.42
ORD-000692,2017-09-26 04:36:45,East,NY,Corporate,Technology,Phones,3,0.18,440.55,-46.27
ORD-000693,2017-08-04 06:40:09,Central,MI,Consumer,Technology,Phones,3,0.2,730.82,64.22
ORD-000694,2018-05-28 23:31:58,South,TX,Home Office,Technology,Machines,2,0.33,331.6,55.01
ORD-000695,2015-06-04 15:31:04,West,AZ,Consumer,Furniture,Chairs,4,0.14,2455.72,179.33
ORD-000696,2014-10-28 10:53:03,West,CA,Home Office,Office Supplies,Paper,1,0.3,13.45,-30.55
ORD-000697,2014-01-07 05:05:25,South,GA,Consumer,Furniture,Bookcases,1,0.15,76.47,57.08
ORD-000698,2018-12-20 12:54:18,East,VA,Corporate,Office Supplies,Binders,2,0.07,588.5,-2.16
ORD-000699,2015-05-20 16:26:54,East,VA,Corporate,Furniture,Bookcases,4,0.08,1027.54,94.42
ORD-000700,2017-03-29 11:26:12,Central,MO,Consumer,Office Supplies,Storage,1,0.17,96.25,69.25
ORD-000701,2018-12-18 15:04:26,South,FL,Consumer,Technology,Machines,3,0.27,20.0,20.23
ORD-000702,2017-12-07 00:21:37,East,MA,Consumer,Technology,Phones,9,0.17,3000.51,376.63
ORD-000703,2015-05-19 12:09:14,South,NC,Consumer,Technology,Machines,1,0.17,131.83,76.56
ORD-000704,2014-09-30 06:38:07,East,PA,Consumer,Office Supplies,Paper,6,0.14,2381.29,279.69
ORD-000705,2014-02-12 09:03:07,East,MA,Home Office,Office Supplies,Paper,1,0.06,23.0,-10.19
ORD-000706,2015-06-21 05:40:10,South,TN,Consumer,Technology,Accessories,3,0.19,485.96,109.68
ORD-000707,2015-10-26 07:41:42,East,MA,Home Office,Furniture,Chairs,7,0.08,205.95,135.09
ORD-000708,2018-12-17 20:52:09,Central,IN,Corporate,Furniture,Chairs,1,0.14,6.67,37.12
ORD-000709,2018-05-18 02:14:13,West,CA,Consumer,Technology,Phones,4,0.05,1116.25,216.6
ORD-000710,2016-02-24 17:29:02,Central,MO,Consumer,Office Supplies,Accessories,7,0.1,2654.42,310.64
ORD-000711,2015-02-11 10:24:26,Central,MI,Consumer,Furniture,Chairs,2,0.22,252.23,21.73
ORD-000712,2014-09-01 16:35:24,South,NC,Consumer,Technology,Machines,3,0.26,536.3,99.53
ORD-000713,2015-12-26 19:33:41,South,GA,Consumer,Furniture,Bookcases,1,0.09,294.53,-119.42
ORD-000714,2015-07-05 00:38:36,South,TN,Consumer,Furniture,Chairs,2,0.2,588.64,-27.26
ORD-000715,2014-07-17 09:08:32,West,CO,Consumer,Technology,Accessories,3,0.2,1613.12,301.52
ORD-000716,2018-10-02 13:38:30,Central,MI,Corporate,Furniture,Furnishings,2,0.1,54.74,-11.1
ORD-000717,2014-11-27 00:13:43,Central,IN,Consumer,Technology,Phones,1,0.21,279.41,66.26
ORD-000718,2016-01-14 02:33:19,Central,IN,Corporate,Technology,Copiers,1,0.12,417.6,60.16
ORD-000719,2017-03-01 16:24:48,West,AZ,Consumer,Technology,Copiers,8,0.14,1205.02,145.98
ORD-000720,2016-03-13 13:44:36,Central,IN,Home Office,Technology,Copiers,5,0.09,879.73,205.66
ORD-000721,2017-03-20 02:53:17,Central,OH,Corporate,Furniture,Tables,2,0.15,414.78,-112.95
ORD-000722,2016-06-01 20:44:11,South,TN,Home Office,Furniture,Tables,4,0.37,1962.06,46.16
ORD-000723,2015-12-21 01:05:04,Central,MI,Corporate,Office Supplies,Binders,2,0.02,78.12,128.8
ORD-000724,2018-06-12 09:39:52,South,TX,Consumer,Furniture,Tables,5,0.11,1235.93,-90.38
ORD-000725,2017-01-27 12:17:17,East,PA,Corporate,Furniture,Tables,4,0.01,751.42,148.08
ORD-000726,2014-09-12 17:37:22,Central,MO,Home Office,Technology,Phones,5,0.18,965.45,93.29
ORD-000727,2016-07-12 05:32:32,East,VA,Corporate,Office Supplies,Paper,1,0.18,6.67,-114.83
ORD-000728,2014-11-19 17:16:49,Central,MI,Home Office,Furniture,Chairs,3,23%,721.31,-37.92
ORD-000729,2018-10-28 12:29:46,West,CA,Corporate,Office Supplies,Accessories,2,0.03,604.04,-34.47
ORD-000730,2017-09-23 00:28:32,South,GA,Home Office,Technology,Accessories,4,0.14,767.26,127.27
ORD-000731,2017-10-26 12:23:11,East,VA,Corporate,Office Supplies,Accessories,7,0.18,635.31,74.55
ORD-000732,2014-12-20 15:03:26,central,IN,Consumer,Office Supplies,Paper,2,0.2,347.08,44.84
ORD-000733,2018-03-22 03:46:25,Central,IL,Consumer,Technology,Machines,1,0.24,279.71,
ORD-000734,2014-07-24 10:08:43,Central,MO,Consumer,Office Supplies,Storage,4,0.03,944.54,177.87
ORD-000735,2014-05-06 05:02:00,East,NY,Consumer,Furniture,Bookcases,2,0.23,875.8,10.83
ORD-000736,2018-09-05 07:58:31,Central,OH,Corporate,Technology,Copiers,1,0.18,96.33,11.19
ORD-000737,2016-01-24 17:33:28,Central,MI,Home Office,Furniture,Furnishings,3,0.14,791.03,-18.06
ORD-000738,2016-03-10 22:23:00,East,MD,Consumer,Technology,Phones,6,0.17,1652.71,
ORD-000739,2016-09-16 14:06:46,East,PA,Consumer,Furniture,Tables,3,0.23,475.49,32.65
ORD-000740,2018-11-17 06:08:44,Central,OH,Consumer,Furniture,Chairs,1,0.0,136.56,71.01
ORD-000741,2016-05-19 16:55:56,South,TN,Consumer,Office Supplies,Binders,1,0.2,388.19,46.88
ORD-000742,2014-02-04 05:29:45,South,GA,Consumer,Office Supplies,Storage,1,0.11,6.67,30.63
ORD-000743,2016-02-13 10:29:00,West,AZ,Corporate,Furniture,Furnishings,2,0.16,292.14,80.81
ORD-000744,2016-04-05 07:24:56,Central,MO,Corporate,Office Supplies,Binders,6,0.13,1389.53,129.24
ORD-000745,2018-09-25 22:07:59,West,CO,Home Office,Office Supplies,Binders,4,0.09,236.1,
ORD-000746,2014-12-19 23:29:57,Central,MO,Corporate,Office Supplies,Accessories,6,0.07,1379.9,56.36
ORD-000747,2017-05-31 14:17:51,South,GA,Consumer,Office Supplies,Paper,2,0.13,255.69,16.17
ORD-000748,2018-08-08 14:41:01,South,TN,Consumer,Office Supplies,Accessories,7,0.26,3457.41,283.9
ORD-000749,2017-10-22 06:59:02,Central,IL,Corporate,Office Supplies,Paper,5,0.21,1237.53,108.15
ORD-000750,2014-03-07 06:56:07,Central,OH,Home Office,Office Supplies,Paper,5,0.11,811.39,177.59
ORD-000751,2016-09-16 10:21:36,Central,IN,Consumer,Technology,Copiers,4,0.13,1547.64,137.7
ORD-000752,2016-10-07 13:43:39,South,TX,Corporate,Technology,Copiers,1,0.12,217.32,-5.33
ORD-000753,2017-01-21 09:11:19,Central,WI,Corporate,Furniture,Furnishings,4,0.14,26.67,-45.51
ORD-000754,2018-04-13 01:15:22,Central,IN,Consumer,Technology,Phones,8,0.22,2525.49,
ORD-000755,2018-07-10 21:21:02,South,FL,Consumer,Technology,Phones,5,0.0,1962.3,371.9
ORD-000756,2017-12-29 09:50:20,Central,IL,Consumer,Office Supplies,Accessories,1,0.21,183.82,70.85
ORD-000757,2018-04-10 07:20:43,South,GA,Consumer,Office Supplies,Accessories,4,0.19,1705.19,154.11
ORD-000758,2018-07-04 09:07:37,East,PA,Consumer,Technology,Phones,5,0.08,438.06,192.27
ORD-000759,2014-11-01 06:48:05,East,NY,Home Office,Office Supplies,Accessories,4,0.13,537.62,97.0
ORD-000760,2016-08-16 14:38:28,East,PA,Consumer,Office Supplies,Binders,5,0.09,2166.52,210.19
ORD-000761,2017-03-18 09:00:17,South,TN,Consumer,Technology,Machines,5,0.07,1472.88,162.03
ORD-000762,2016-05-31 06:42:49,West,CA,Home Office,Technology,Phones,2,0.21,374.67,115.68
ORD-000763,2017-06-04 22:16:52,Central,MI,Consumer,Office Supplies,Binders,4,0.01,1281.94,346.09
ORD-000764,2017-12-02 14:00:11,Central,WI,Consumer,Furniture,Tables,5,0.19,1454.44,130.61
ORD-000765,2014-03-06 11:48:43,South,FL,Consumer,Furniture,Bookcases,7,0.17,1168.67,184.84
ORD-000766,2016-05-06 13:11:01,Central,IN,Corporate,Office Supplies,Binders,7,0.13,795.28,23.18
ORD-000767,2017-01-07 21:15:53,Central,WI,Consumer,Furniture,Furnishings,5,0.19,2015.18,273.04
ORD-000768,2014-04-29 15:15:55,West,AZ,Consumer,Technology,Copiers,3,0.0,125.22,86.27
ORD-000769,2018-02-17 21:01:25,Central,OH,Consumer,Office Supplies,Binders,4,0.24,557.28,101.26
ORD-000770,2018-11-06 07:44:13,Central,WI,Home Office,Furniture,Furnishings,4,0.16,1456.28,-75.85
ORD-000771,2015-03-16 15:29:01,West,WA,Home Office,Technology,Phones,7,0.31,1612.15,22.8
ORD-000772,2017-11-16 22:12:20,Central,MO,Consumer,Furniture,Furnishings,1,0.28,158.73,-27.64
ORD-000773,2015-07-04 04:28:18,South,GA,Corporate,Furniture,Tables,1,0.27,89.32,-28.62
ORD-000774,2018-10-19 09:45:56,West, CA ,Consumer,Technology,Copiers,6,0.17,239.29,-0.44
ORD-000775,2018-04-24 11:38:06,South,TN,Consumer,Technology,Accessories,3,0.0,166.07,-86.93
ORD-000776,2015-11-22 15:19:33,South,TX,Consumer,Technology,Copiers,3,0.24,127.12,11.91
ORD-000777,2017-02-11 13:37:56,West,WA,Corporate,Furniture,Chairs,2,0.1,603.04,121.06
ORD-000778,2017-04-28 13:06:41,Central,IN,Consumer,Office Supplies,Storage,6,0.18,1321.96,
ORD-000779,2018-10-25 18:09:29,South,FL,Corporate,Technology,Accessories,3,0.34,699.24,13.65
ORD-000780,2018-02-16 16:29:40,West,WA,Corporate,Furniture,Tables,5,0.3,1353.78,11.55
ORD-000781,2018-08-04 19:47:40,Central,IL,Consumer,Office Supplies,Accessories,3,0.18,485.69,132.96
ORD-000782,2017-10-13 06:31:42,Central,IN,Home Office,Technology,Accessories,3,0.16,390.99,-64.68
ORD-000783,2014-03-03 11:35:09,South,NC,Corporate,Technology,Phones,4,0.27,752.55,190.75
ORD-000784,2017-12-27 11:31:42,Central,MI,Corporate,Furniture,Chairs,2,0.12,67.65,72.16
ORD-000785,2015-05-24 18:26:22,Central,MO,Consumer,Technology,Phones,7,0.15,1224.14,248.78
ORD-000786,2016-12-15 16:42:21,West,CA,Corporate,Office Supplies,Binders,4,0.25,421.1,-10.45
ORD-000787,2014-12-13 00:52:34,Central,IL,Consumer,Office Supplies,Binders,3,0.2,1018.51,102.61
ORD-000788,2018-04-02 21:52:54,West,AZ,Corporate,Furniture,Bookcases,3,0.2,1425.76,147.7
ORD-000789,2015-01-04 03:00:50,South,FL,Consumer,Office Supplies,Binders,6,0.13,480.25,154.88
ORD-000790,2017-04-12 03:23:55,Central,WI,Consumer,Technology,Machines,7,0.05,3111.17,411.07
ORD-000791,2017-08-18 13:11:33,Central,MI,Consumer,Furniture,Chairs,5,0.14,1761.48,252.25
ORD-000792,2014-02-04 17:33:15,South,NC,Consumer,Technology,Accessories,4,0.07,1150.26,182.58
ORD-000793,2017-02-18 01:15:47,East,MD,Home Office,Furniture,Furnishings,2,0.0,604.67,-43.37
ORD-000794,2017-08-18 00:00:00,West,AZ,Home Office,Technology,Phones,2,0.1,643.54,138.36
ORD-000795,2017-04-24 23:31:49,South,GA,Consumer,Technology,Phones,5,0.14,93.95,24.08
ORD-000796,2016-09-05 21:02:07,West,CA,Corporate,Office Supplies,Binders,2,0.1,712.77,225.28
ORD-000797,2018-01-16 17:37:29,East,MD,Consumer,Office Supplies,Binders,7,0.24,3145.66,186.67
ORD-000798,2015-10-11 23:15:49,South,GA,Consumer,Furniture,Furnishings,7,0.09,1764.88,62.27
ORD-000799,2014-08-30 08:30:54,West, CO ,Consumer,Furniture,Furnishings,1,0.11,70.42,17.75
ORD-000800,2017-06-06 17:07:37,East,MA,Home Office,Furniture,Tables,4,0.26,936.26,140.5
ORD-000801,2015-09-20 23:30:23,West,CA,Consumer,Furniture,Furnishings,5,0.21,1635.04,158.28
ORD-000802,2016-01-26 06:48:30,Central,MO,Consumer,Technology,Copiers,6,0.1,815.92,173.85
ORD-000803,2015-10-24 09:27:37,West,AZ,Consumer,Office Supplies,Storage,1,0.23,6.67,-0.65
ORD-000804,2016-11-28 06:57:57,East,NY,Consumer,Furniture,Furnishings,4,0.1,26.67,-72.82
ORD-000805,2014-08-11 02:08:27,West,WA,Consumer,Technology,Machines,4,0.12,26.67,-50.23
ORD-000806,2015-07-21 16:44:59,West,WA,Consumer,Office Supplies,Storage,3,0.08,1125.79,241.4
ORD-000807,2018-03-04 19:29:54,West, CO ,Corporate,Furniture,Tables,5,0.08,33.33,130.79
ORD-000808,2017-07-26 00:08:03,West,CA,Corporate,Office Supplies,Binders,2,0.12,356.83,-53.05
ORD-000809,2018-03-13 09:54:07,West,WA,Consumer,Office Supplies,Paper,1,0.16,187.58,101.69
ORD-000810,2014-12-26 16:52:46,Central,WI,Consumer,Furniture,Tables,1,0.22,236.79,6.74
ORD-000811,2017-12-03 23:57:45,South,NC,Corporate,Office Supplies,Storage,5,0.09,728.21,194.67
ORD-000812,2018-12-09 21:32:19,South,TX,Corporate,Technology,Phones,3,0.23,835.97,151.9
ORD-000813,2014-09-13 11:08:34,South,FL,Consumer,Office Supplies,Accessories,2,0.16,837.46,134.21
ORD-000814,2018-03-04 05:31:17,South,TX,Consumer,Office Supplies,Paper,4,0.16,1460.78,128.55
ORD-000815,2015-07-22 20:44:09,West,CA,Consumer,Technology,Copiers,8,0.34,3073.93,475.66
ORD-000816,2015-02-08 12:41:05,East,PA,Consumer,Technology,Phones,5,0.16,1105.14,222.88
ORD-000817,2015-02-23 07:32:44,South,NC,Consumer,Technology,Machines,4,0.13,540.41,123.71
ORD-000818,2014-12-21 02:04:55,East,MA,Home Office,Technology,Machines,1,0.06,262.36,12.81
ORD-000819,2018-07-02 00:32:11,Central,IL,Corporate,Furniture,Furnishings,4,0.22,374.25,64.21
ORD-000820,2017-09-15 02:03:57,East,MA,Consumer,Furniture,Furnishings,5,0.2,466.43,-11.86
ORD-000821,2016-08-24 15:09:27,Central,WI,Consumer,Office Supplies,Accessories,2,0.29,91.3,-145.69
ORD-000822,2016-08-05 13:32:39,Central,IN,Corporate,Furniture,Tables,4,0.07,739.06,34.38
ORD-000823,2014-11-14 01:30:07,East,MA,Corporate,Furniture,Tables,4,0.27,1098.44,-28.65
ORD-000824,2017-08-07 21:12:56,West,CO,Corporate,Furniture,Bookcases,4,0.16,923.37,-81.06
ORD-000825,2014-12-30 21:07:07,East,VA,Corporate,Furniture,Furnishings,2,0.21,704.98,91.31
ORD-000826,2017-11-03 22:31:43,East,VA,Consumer,Office Supplies,Storage,8,0.35,1843.99,132.9
ORD-000827,2015-05-05 02:18:10,West,WA,Consumer,Office Supplies,Accessories,2,0.21,473.84,62.66
ORD-000828,2017-07-29 20:34:10,Central,WI,Home Office,Technology,Accessories,1,0.13,133.8,-25.26
ORD-000829,2017-07-15 20:06:41,Central,OH,Home Office,Office Supplies,Storage,6,0.11,995.26,70.45
ORD-000830,2016-04-19 18:06:26,Central,MI,Consumer,Technology,Copiers,6,0.21,1671.93,142.23
ORD-000831,2016-08-28 19:20:19,Central,MO,Corporate,Office Supplies,Storage,3,0.14,548.03,81.3
ORD-000832,2018-11-18 04:26:21,Central,OH,Consumer,Technology,Accessories,1,0.06,211.36,-152.49
ORD-000833,2018-01-09 00:52:18,East,NY,Consumer,Technology,Phones,3,0.27,239.83,184.28
ORD-000834,2018-09-10 04:58:51,Central,MI,Home Office,Technology,Accessories,4,0.12,1476.11,113.69
ORD-000835,2016-12-10 08:16:15,East,NY,Home Office,Furniture,Tables,5,0.06,1561.38,195.3
ORD-000836,2016-07-06 04:53:57,West,WA,Consumer,Technology,Accessories,2,0.19,195.19,-25.2
ORD-000837,2016-05-11 09:35:47,West,CO,Consumer,Technology,Phones,5,0.29,566.88,-39.24
ORD-000838,2016-01-11 14:49:03,central,WI,Consumer,Office Supplies,Paper,2,0.13,874.91,44.66
ORD-000839,2016-11-13 06:55:45,East,NY,Corporate,Technology,Copiers,4,0.22,690.55,10.85
ORD-000840,2015-10-23 12:20:15,West,CO,Consumer,Office Supplies,Binders,3,0.2,20.0,-30.65
ORD-000841,2018-02-28 04:56:07,West,WA,Consumer,Office Supplies,Paper,1,0.16,6.67,60.99
ORD-000842,2016-03-15 18:10:06,South,TX,Consumer,Furniture,Bookcases,5,0.16,1418.69,78.19
ORD-000843,2017-07-15 08:42:08,West,CA,Corporate,Furniture,Tables,5,0.03,3026.27,348.01
ORD-000844,2017-11-28 17:50:28,South,NC,Consumer,Furniture,Chairs,4,0.05,1051.44,113.51
ORD-000845,2016-06-16 11:57:21,East,PA,Corporate,Furniture,Furnishings,7,0.13,1153.78,142.34
ORD-000846,2018-01-19 10:54:23,East,PA,Corporate,Furniture,Bookcases,3,0.07,51.23,27.39
ORD-000847,2017-12-06 00:52:34,West,WA,Home Office,Furniture,Furnishings,6,0.13,1805.58,42.91
ORD-000848,2017-09-13 12:54:10,East,MA,Consumer,Technology,Machines,3,0.23,1273.01,114.04
ORD-000849,2014-08-22 10:13:02,Central,IN,Consumer,Furniture,Tables,3,0.12,711.35,3.25
ORD-000850,2018-07-19 22:09:51,South,NC,Corporate,Office Supplies,Accessories,1,0.06,6.67,-76.52
ORD-000851,2014-01-06 03:47:40,Central,WI,Consumer,Office Supplies,Accessories,4,0.05,1286.74,60.72
ORD-000852,2018-12-01 04:22:07,West,WA,Consumer,Office Supplies,Paper,2,0.1,778.9,1.47
ORD-000853,2017-04-04 09:42:50,South,GA,Home Office,Furniture,Chairs,4,0.19,134.82,5.67
ORD-000854,2016-02-26 23:06:39,west,AZ,Consumer,Technology,Copiers,5,0.18,1213.92,163.49
ORD-000855,2018-07-23 06:18:52,East,MA,Consumer,Technology,Accessories,1,0.08,81.81,-66.03
ORD-000856,2015-07-26 10:07:40,South,TN,Consumer,Office Supplies,Paper,3,0.29,1436.97,192.55
ORD-000857,2015-02-19 07:38:39,East,NY,Consumer,Furniture,Chairs,5,0.2,2223.75,329.92
ORD-000858,2018-11-01 21:30:12,Central,IN,Consumer,Technology,Accessories,2,0.25,246.52,-8.87
ORD-000859,2015-03-28 07:47:56,Central,IL,Consumer,Technology,Phones,6,0.06,2477.75,302.12
ORD-000860,2016-04-30 19:43:39,West,AZ,Corporate,Office Supplies,Storage,4,0.18,1061.43,110.27
ORD-000861,2018-06-15 14:26:02,South,TN,Consumer,Technology,Phones,5,0.23,500.58,146.89
ORD-000862,2016-11-21 20:05:19,Central,WI,Consumer,Office Supplies,Binders,1,0.11,6.67,9.22
ORD-000863,2017-01-19 20:41:55,East,PA,Consumer,Furniture,Bookcases,1,0.21,526.28,
ORD-000864,2014-12-17 19:42:32,Central,OH,Home Office,Technology,Accessories,5,0.11,735.46,97.6
ORD-000865,2017-08-10 23:49:44,Central,IN,Consumer,Office Supplies,Binders,1,0.14,260.25,-14.26
ORD-000866,2015-11-21 10:28:17,South,NC,Corporate,Office Supplies,Accessories,2,0.09,66.37,-16.41
ORD-000867,2016-06-07 11:04:21,South,FL,Consumer,Office Supplies,Paper,8,0.19,2752.44,246.79
ORD-000868,2016-01-01 03:23:46,Central,OH,Consumer,Office Supplies,Storage,2,0.24,13.33,23.75
ORD-000869,2018-10-10 08:16:30,Central,IN,Corporate,Technology,Accessories,4,0.17,1386.7,222.5
ORD-000870,2014-09-17 13:10:22,Central,WI,Consumer,Office Supplies,Storage,5,0.23,775.59,206.54
ORD-000871,2017-02-05 08:50:12,South,TN,Home Office,Furniture,Tables,4,0.27,278.86,18.12
ORD-000872,2014-09-10 05:23:38,South,GA,Consumer,Office Supplies,Accessories,6,0.23,972.88,139.39
ORD-000873,2014-05-14 09:54:23,Central,MO,Corporate,Office Supplies,Storage,5,9%,1780.87,260.45
ORD-000874,2014-10-19 17:37:33,South,FL,Consumer,Furniture,Tables,2,0.08,131.23,25.3
ORD-000875,2014-05-02 06:59:30,West,WA,Corporate,Furniture,Bookcases,7,0.04,46.67,-17.58
ORD-000876,2017-04-08 08:18:41,Central,WI,Consumer,Office Supplies,Paper,5,0.17,556.7,79.86
ORD-000877,2017-02-23 02:41:32,Central,MI,Corporate,Technology,Copiers,3,0.21,864.2,21.76
ORD-000878,2018-08-02 01:03:28,South,TN,Consumer,Technology,Machines,4,0.09,536.36,-106.88
ORD-000879,2015-10-29 09:07:39,Central,MO,Corporate,Technology,Phones,2,0.15,544.6,148.01
ORD-000880,2017-10-19 04:29:42,East,MA,Corporate,Office Supplies,Binders,4,0.18,26.67,-6.09
ORD-000881,2014-11-16 18:30:03,Central,WI,Home Office,Technology,Machines,5,0.24,1209.72,106.65
ORD-000882,2015-08-07 03:46:30,Central,IL,Corporate,Office Supplies,Paper,3,0.02,657.99,81.63
ORD-000883,2015-08-16 22:50:28,Central,WI,Consumer,Furniture,Furnishings,4,0.15,457.42,3.61
ORD-000884,2018-09-10 03:25:57,Central,OH,Consumer,Office Supplies,Binders,7,0.21,644.48,102.22
ORD-000885,2018-11-02 23:24:41,Central,IL,Consumer,Office Supplies,Binders,1,0.26,185.26,-13.37
ORD-000886,2018-02-28 04:23:12,South,TN,Corporate,Office Supplies,Accessories,1,0.03,393.35,278.92
ORD-000887,2015-05-07 15:34:22,Central,WI,Consumer,Office Supplies,Binders,1,0.17,358.29,-3.0
