order_id,order_date,region,state,segment,category,quantity,discount,sales,profit,customer_id
ORD-102002,2015-05-15,East,Massachusetts,Consumer,Office Supplies,4,0.3705,173.62,12.59,C13039
ORD-102003,2014-01-20,Central,Missouri,Consumer,Furniture,5,0.1379,1383.15,101.43,C13434
ORD-102004,2017-04-12,East,Georgia,Consumer,Office Supplies,6,0.1127,327.16,58.98,C13348
ORD-102005,2014-10-06,East,New Jersey,Corporate,Technology,1,0.1527,187.97,32.7,C12160
ORD-102006,2015-12-18,West,Utah,Consumer,Office Supplies,4,0.0019,108.51,21.5,C11131
ORD-102007,2014-04-02,Central,Wisconsin,Consumer,Office Supplies,3,0.3554,247.78,9.67,C11645
ORD-102008,2014-10-22,Central,Illinois,Corporate,Technology,1,0.071,274.12,20.29,C12162
ORD-102009,2014-07-10,West,Arizona,Home Office,Office Supplies,2,0.0671,119.03,18.18,C13422
ORD-102010,2017-04-10,West,Colorado,Consumer,Furniture,6,0.1118,1035.48,83.2,C13086
ORD-102011,2016-12-17,Central,Michigan,Consumer,Technology,2,0.0071,547.39,85.0,C12166
ORD-102012,2017-05-23,West,Washington,Consumer,Furniture,1,0.0374,202.02,19.1,C11284
ORD-102013,2017-11-03,Central,Ohio,Corporate,Technology,3,0.082,641.62,-55.06,C13620
ORD-102014,2014-07-24,Central,Missouri,Corporate,Technology,6,0.0376,1517.24,113.65,C13157
ORD-102015,2016-02-05,South,Texas,Consumer,Technology,5,0.0724,992.83,93.84,C11046
ORD-102016,2015-07-01,South,Louisiana,Consumer,Technology,1,0.1958,139.95,16.45,C12753
ORD-102017,2016-06-19,West,Arizona,Corporate,Technology,3,0.1711,440.15,67.78,C11625
ORD-102018,2016-11-06,West,Washington,Corporate,Furniture,4,0.0459,482.08,-22.58,C11767
ORD-102019,2014-09-11,West,Utah,Home Office,Office Supplies,5,0.3019,313.2,22.43,C11356
ORD-102020,2014-11-05,South,Texas,Corporate,Office Supplies,4,0.094,142.59,35.85,C11104
ORD-102021,2016-05-21,South,Arkansas,Consumer,Technology,1,0.0715,385.96,34.6,C12473
ORD-102022,2016-02-23,West,Utah,Consumer,Furniture,1,0.1654,131.61,12.1,C10353
ORD-102023,2016-06-05,South,Arkansas,Corporate,Technology,3,0.0599,629.41,85.37,C10550
ORD-102024,2015-07-02,West,Colorado,Consumer,Technology,2,0.1505,486.08,118.11,C13268
ORD-102025,2017-07-24,South,Kentucky,Consumer,Furniture,2,0.1232,475.69,11.9,C13985
ORD-102026,2016-01-17,South,Oklahoma,Home Office,Furniture,1,0.056,202.14,23.51,C13461
ORD-102027,2016-02-05,West,Idaho,Consumer,Technology,2,0.0723,299.44,51.3,C13003
ORD-102028,2016-10-19,West,Idaho,Corporate,Furniture,3,0.0923,434.52,19.48,C11437
ORD-102029,2014-09-24,South,Alabama,Home Office,Furniture,2,0.036,332.04,29.4,C12381
ORD-102030,2017-11-25,West,Colorado,Home Office,Office Supplies,1,0.1104,50.63,6.79,C12113
ORD-102031,2017-01-25,South,Kentucky,Consumer,Technology,3,0.144,719.55,-6.06,C10733
ORD-102032,2016-05-25,West,Oregon,Corporate,Furniture,3,0.018,676.18,131.7,C11969
ORD-102033,2014-08-02,South,Texas,Consumer,Furniture,4,0.0105,2567.25,118.2,C11945
ORD-102034,2017-03-08,East,Florida,Consumer,Furniture,3,0.089,586.21,52.99,C13294
ORD-102035,2016-12-31,East,Virginia,Consumer,Technology,4,0.0553,685.16,88.28,C12391
ORD-102036,2014-08-29,East,New York,Home Office,Office Supplies,2,0.1783,96.02,11.07,C11869
ORD-102037,2015-10-24,East,Massachusetts,Corporate,Furniture,1,0.1513,260.25,27.49,C13997
ORD-102038,2015-03-12,East,Massachusetts,Consumer,Furniture,6,0.0591,1155.11,82.73,C13077
ORD-102039,2016-11-22,Central,Minnesota,Corporate,Office Supplies,2,0.1569,108.37,13.21,C10060
ORD-102040,2014-07-01,South,Kentucky,Consumer,Office Supplies,3,0.0357,251.22,53.13,C12609
ORD-102041,2014-06-12,South,Oklahoma,Consumer,Furniture,5,0.1105,1003.07,101.32,C13924
ORD-102042,2015-11-24,West,Colorado,Consumer,Furniture,3,0.0603,290.86,29.2,C11107
ORD-102043,2016-07-29,West,California,Consumer,Office Supplies,2,0.047,112.65,27.31,C13528
ORD-102044,2015-10-06,West,Idaho,Corporate,Office Supplies,2,0.2206,196.67,31.18,C12872
ORD-102045,2016-09-16,South,Oklahoma,Consumer,Furniture,1,0.0452,208.99,42.66,C11781
ORD-102046,2017-03-28,East,Georgia,Consumer,Office Supplies,5,0.0836,261.85,49.81,C11554
ORD-102047,2014-01-28,South,Tennessee,Consumer,Furniture,1,0.1871,180.49,11.57,C10366
ORD-102048,2017-08-27,South,South Carolina,Corporate,Furniture,4,0.0188,737.85,50.19,C12884
ORD-102049,2014-08-14,East,New Jersey,Consumer,Technology,4,0.1699,1155.56,205.76,C12236
ORD-102050,2014-03-25,West,California,Consumer,Office Supplies,3,0.2405,214.77,22.44,C12499
ORD-102051,2016-02-02,South,Kentucky,Consumer,Furniture,3,0.0693,540.27,74.39,C13776
ORD-102052,2017-02-08,South,Kentucky,Home Office,Office Supplies,2,0.0555,178.43,33.34,C10602
ORD-102053,2016-03-12,South,Louisiana,Consumer,Office Supplies,1,0.0257,65.14,9.92,C10923
ORD-102054,2015-10-28,South,Oklahoma,Consumer,Office Supplies,1,0.0801,51.58,5.18,C13741
ORD-102055,2016-06-15,East,Virginia,Consumer,Technology,4,0.0265,1117.75,135.67,C12455
ORD-102056,2015-10-16,South,Oklahoma,Corporate,Office Supplies,2,0.026,185.72,29.78,C13268
ORD-102057,2014-12-13,South,Louisiana,Corporate,Technology,2,0.1158,469.02,58.05,C12869
ORD-102058,2014-11-16,West,Colorado,Consumer,Furniture,2,0.0643,636.95,95.48,C11499
ORD-102059,2015-07-22,East,Florida,Consumer,Furniture,3,0.059,376.7,17.43,C10738
ORD-102060,2017-05-09,East,New York,Consumer,Furniture,2,0.0724,474.88,81.7,C13663
ORD-102061,2014-07-25,West,Arizona,Consumer,Office Supplies,5,0.1587,188.11,17.81,C12265
ORD-102062,2015-12-06,West,California,Home Office,Technology,3,0.0894,682.36,92.98,C11380
ORD-102063,2015-05-20,Central,Michigan,Consumer,Furniture,4,0.0339,561.52,17.67,C10811
ORD-102064,2016-09-03,West,Oregon,Corporate,Office Supplies,8,0.0813,244.25,54.03,C10678
ORD-102065,2014-10-20,West,Nevada,Corporate,Office Supplies,3,0.0632,176.07,25.93,C12278
ORD-102066,2014-01-16,East,Pennsylvania,Consumer,Office Supplies,7,0.1117,577.11,98.94,C11829
ORD-102067,2016-10-21,Central,Wisconsin,Corporate,Office Supplies,2,0.1078,116.91,18.38,C10424
ORD-102068,2017-01-29,East,New Jersey,Corporate,Office Supplies,3,0.0616,250.0,46.05,C11858
ORD-102069,2016-01-28,East,Florida,Corporate,Office Supplies,4,0.055,129.22,-20.55,C13026
ORD-102070,2014-10-26,South,Kentucky,Corporate,Office Supplies,3,0.3242,102.37,-13.09,C11573
ORD-102071,2016-02-13,West,Washington,Corporate,Office Supplies,2,0.1086,87.85,7.78,C11784
ORD-102072,2015-07-27,West,California,Consumer,Furniture,2,0.0785,352.18,52.18,C12476
ORD-102073,2016-09-03,West,Colorado,Consumer,Furniture,3,0.218,903.0,8.5,C13217
ORD-102074,2016-06-14,South,Kentucky,Corporate,Furniture,2,0.0666,284.37,33.39,C12551
ORD-102075,2015-07-19,East,Virginia,Consumer,Office Supplies,1,0.2362,66.02,9.42,C10411
ORD-102076,2016-12-26,East,New Jersey,Consumer,Office Supplies,4,0.0197,193.4,43.67,C13747
ORD-102077,2014-06-18,South,Oklahoma,Home Office,Furniture,2,0.1281,444.31,48.8,C11390
ORD-102078,2014-06-30,West,Oregon,Consumer,Office Supplies,1,0.0244,50.89,9.37,C12294
ORD-102079,2015-03-18,Central,Wisconsin,Consumer,Furniture,4,0.1129,293.87,32.86,C13960
ORD-102080,2016-01-23,South,Arkansas,Home Office,Furniture,2,0.1648,476.95,-14.56,C11651
ORD-102081,2014-09-10,Central,Iowa,Consumer,Office Supplies,2,0.0663,174.75,22.03,C10062
ORD-102082,2017-02-22,Central,Michigan,Consumer,Office Supplies,1,0.2265,30.92,2.96,C10597
ORD-102083,2017-05-13,Central,Missouri,Home Office,Furniture,3,0.0722,806.95,76.36,C11524
ORD-102084,2014-09-28,Central,Missouri,Consumer,Office Supplies,3,0.084,136.79,21.83,C13299
ORD-102085,2016-07-14,South,Kentucky,Consumer,Furniture,1,0.1097,153.66,3.86,C11453
ORD-102086,2017-09-23,East,New York,Corporate,Technology,5,0.0324,767.69,-45.2,C10015
ORD-102087,2016-06-18,West,California,Home Office,Office Supplies,3,0.1571,157.98,22.59,C12775
ORD-102088,2016-01-18,West,Colorado,Consumer,Furniture,2,0.1267,348.17,37.12,C10978
ORD-102089,2017-10-09,Central,Kansas,Consumer,Technology,4,0.0391,602.11,114.83,C11078
ORD-102090,2015-06-21,Central,Wisconsin,Home Office,Office Supplies,1,0.0451,62.22,12.55,C13167
ORD-102091,2016-10-19,East,New York,Consumer,Furniture,2,0.2587,466.61,7.52,C10768
ORD-102092,2014-03-04,East,Pennsylvania,Consumer,Furniture,4,0.0333,471.58,41.51,C12914
ORD-102093,2015-10-20,South,Arkansas,Consumer,Furniture,2,0.0966,332.52,10.77,C12970
ORD-102094,2015-06-13,West,Utah,Corporate,Office Supplies,6,,306.83,92.5,C11492
ORD-102095,2014-11-20,Central,Wisconsin,Consumer,Technology,5,0.1281,1108.02,106.28,C12730
ORD-102096,2014-03-21,West,Oregon,Corporate,Technology,4,0.1146,1197.94,184.35,C12521
ORD-102097,2015-12-13,Central,Iowa,Corporate,Furniture,7,0.2894,781.06,47.46,C13570
ORD-102098,2015-03-22,Central,Iowa,Home Office,Office Supplies,4,0.2566,166.41,27.58,C12831
ORD-102099,2014-04-25,East,New York,Corporate,Office Supplies,2,0.0597,108.06,17.56,C13940
ORD-102100,2015-02-28,East,New York,Consumer,Furniture,3,0.0269,703.17,121.89,C12341
ORD-102101,2017-06-22,East,New Jersey,Corporate,Office Supplies,2,0.1152,240.06,33.14,C12229
ORD-102102,2015-12-18,East,New York,Consumer,Office Supplies,4,0.2195,298.87,-24.44,C11311
ORD-102103,2015-08-25,West,Washington,Corporate,Furniture,3,0.0203,903.11,110.76,C11826
ORD-102104,2017-11-26,West,Arizona,Home Office,Office Supplies,1,0.3149,42.76,-1.69,C10969
ORD-102105,2017-04-25,South,Tennessee,Consumer,Office Supplies,2,0.0825,123.82,28.36,C11308
ORD-102106,2015-06-05,West,Arizona,Consumer,Furniture,1,0.0664,127.95,-20.83,C10047
ORD-102107,2017-11-27,West,California,Consumer,Office Supplies,2,0.1751,70.6,7.79,C13873
ORD-102108,2017-05-19,East,New York,Home Office,Office Supplies,3,0.1054,87.09,12.4,C11903
ORD-102109,2016-02-10,South,Arkansas,Corporate,Technology,1,0.1381,219.63,23.61,C11312
ORD-102110,2017-09-01,South,Tennessee,Corporate,Technology,4,0.0914,1142.44,121.52,C10788
ORD-102111,2016-12-22,Central,Michigan,Consumer,Office Supplies,1,0.0629,21.67,-1.4,C13129
ORD-102112,2015-07-04,East,New York,Consumer,Office Supplies,1,0.1367,81.5,15.43,C11252
ORD-102113,2014-11-19,South,Oklahoma,Corporate,Office Supplies,1,0.0452,32.47,7.1,C11692
ORD-102114,2017-10-21,South,Kentucky,Consumer,Technology,4,0.0578,820.33,130.63,C11261
ORD-102115,2015-07-26,South,Louisiana,Home Office,Office Supplies,1,0.0524,41.71,3.01,C13869
ORD-102116,2016-07-24,South,Louisiana,Consumer,Technology,3,0.1475,407.3,10.48,C11461
ORD-102117,2016-09-23,South,South Carolina,Consumer,Office Supplies,3,0.2036,187.04,26.35,C10663
ORD-102118,2016-11-02,South,Oklahoma,Corporate,Furniture,2,0.0405,348.59,32.67,C10791
ORD-102119,2014-04-25,West,Washington,Consumer,Furniture,3,0.0244,330.03,40.15,C13510
ORD-102120,2016-02-22,West,California,Corporate,Technology,3,0.0451,981.19,93.2,C13198
ORD-102121,2014-04-17,West,Utah,Corporate,Office Supplies,3,0.057,265.31,60.2,C11571
ORD-102122,2017-09-20,East,North Carolina,Consumer,Office Supplies,2,0.0688,202.89,14.34,C12564
ORD-102123,2014-04-13,Central,Illinois,Consumer,Furniture,2,0.0528,187.87,26.3,C10302
ORD-102124,2015-04-21,Central,Michigan,Consumer,Office Supplies,3,0.1857,131.54,27.44,C12867
ORD-102125,2014-02-25,West,Colorado,Corporate,Furniture,4,0.0382,984.98,53.16,C13953
ORD-102126,2016-02-03,West,Colorado,Consumer,Office Supplies,3,0.0427,98.13,20.97,C13414
ORD-102127,2017-06-06,South,Arkansas,Consumer,Furniture,4,0.0637,667.96,-76.5,C13472
ORD-102128,2016-05-07,South,Tennessee,Consumer,Office Supplies,4,0.0405,391.59,92.27,C12357
ORD-102129,2017-12-06,Central,Ohio,Consumer,Furniture,2,0.0755,382.81,14.3,C10781
ORD-102130,2015-10-28,South,South Carolina,Consumer,Furniture,5,0.0418,851.49,44.06,C12578
ORD-102131,2016-12-15,Central,Ohio,Consumer,Furniture,4,0.0199,730.47,61.87,C11521
ORD-102132,2014-02-27,West,Idaho,Consumer,Furniture,6,0.2311,1091.07,53.1,C12101
ORD-102133,2015-10-09,South,Kentucky,Consumer,Technology,1,0.2587,188.26,14.62,C12927
ORD-102134,2014-11-06,East,Florida,Consumer,Technology,4,0.0488,628.95,111.89,C11311
ORD-102135,2014-02-27,South,Oklahoma,Consumer,Furniture,4,0.08,850.42,25.76,C10406
ORD-102136,2017-10-07,West,Washington,Corporate,Furniture,3,0.084,864.11,36.75,C10423
ORD-102137,2016-07-08,South,Arkansas,Corporate,Office Supplies,4,0.0676,167.94,32.24,C13902
ORD-102138,2017-01-25,Central,Ohio,Consumer,Office Supplies,4,0.2468,147.07,19.91,C11388
ORD-102139,2016-05-15,South,Alabama,Home Office,Technology,3,0.1222,488.38,72.47,C12124
ORD-102140,2016-08-18,West,Washington,Consumer,Technology,2,0.0019,417.19,-38.6,C10079
ORD-102141,2014-05-05,West,Nevada,Home Office,Furniture,3,0.0799,877.24,114.09,C12123
ORD-102142,2015-02-19,West,Arizona,Corporate,Furniture,4,0.217,367.61,28.75,C10582
ORD-102143,2017-11-17,South,Arkansas,Corporate,Furniture,4,0.0683,605.94,25.06,C11044
ORD-102144,2015-12-24,East,Georgia,Home Office,Technology,1,0.0315,246.8,21.19,C10862
ORD-102145,2017-06-01,Central,Missouri,Consumer,Furniture,4,0.1455,1575.55,45.03,C10045
ORD-102146,2014-06-17,South,Louisiana,Corporate,Furniture,3,0.0973,447.22,37.04,C10485
ORD-102147,2017-07-11,South,Texas,Corporate,Technology,2,0.3166,633.02,29.2,C12576
ORD-102148,2017-07-08,East,North Carolina,Home Office,Technology,2,0.0937,715.03,60.88,C10212
ORD-102149,2017-01-24,Central,Wisconsin,Consumer,Technology,1,0.0316,176.13,-9.37,C11779
ORD-102150,2016-04-30,South,Texas,Consumer,Technology,4,0.1093,922.5,143.21,C11289
ORD-102151,2017-04-10,East,Virginia,Consumer,Furniture,1,0.0385,249.76,29.4,C12241
ORD-102152,2017-09-30,East,New York,Consumer,Furniture,2,0.1455,426.24,29.07,C10432
ORD-102153,2016-03-17,South,Alabama,Consumer,Office Supplies,5,0.0519,327.4,58.46,C13379
ORD-102154,2016-10-13,Central,Kansas,Home Office,Office Supplies,6,0.1637,302.83,32.0,C11863
ORD-102155,2017-12-24,Central,Missouri,Home Office,Technology,2,0.3125,686.15,-2.81,C11824
ORD-102156,2016-04-12,East,North Carolina,Consumer,Technology,3,0.0674,565.02,116.05,C13959
ORD-102157,2016-12-31,South,Kentucky,Corporate,Furniture,4,0.0857,892.28,100.45,C10195
ORD-102158,2017-03-22,South,Louisiana,Corporate,Furniture,4,0.0916,1344.49,2.22,C13064
ORD-102159,2017-09-27,East,North Carolina,Corporate,Technology,3,0.0574,883.26,114.8,C11938
ORD-102160,2014-09-21,East,New Jersey,Home Office,Office Supplies,2,0.3018,97.81,12.96,C13847
ORD-102161,2014-09-01,Central,Wisconsin,Consumer,Office Supplies,2,0.0143,120.05,26.49,C10701
ORD-102162,2017-12-17,Central,Michigan,Home Office,Office Supplies,1,0.2555,73.77,9.57,C11298
ORD-102163,2014-10-28,West,California,Home Office,Technology,2,0.3147,244.03,7.46,C13689
ORD-102164,2014-05-04,East,Massachusetts,Corporate,Office Supplies,7,0.1084,577.57,92.24,C13335
ORD-102165,2017-07-09,South,Texas,Consumer,Furniture,4,0.1199,589.38,71.33,C11151
ORD-102166,2017-08-31,East,Pennsylvania,Consumer,Technology,2,0.1212,745.56,19.19,C12915
ORD-102167,2014-02-09,South,Oklahoma,Home Office,Office Supplies,5,0.0858,392.91,112.69,C13627
ORD-102168,2015-03-01,West,Colorado,Home Office,Technology,3,0.1074,999.47,178.63,C12993
ORD-102169,2016-04-10,South,Alabama,Consumer,Office Supplies,4,,258.2,56.9,C12252
ORD-102170,2016-09-18,West,Oregon,Consumer,Technology,2,0.0441,552.66,107.5,C12555
ORD-102171,2014-10-07,West,Nevada,Consumer,Office Supplies,5,0.0516,193.17,-12.32,C11571
ORD-102172,2017-11-23,East,New Jersey,Corporate,Technology,6,0.0621,1121.8,91.65,C10149
ORD-102173,2014-06-08,South,South Carolina,Home Office,Furniture,2,0.2145,861.65,12.69,C11862
ORD-102174,2017-11-01,Central,Wisconsin,Consumer,Office Supplies,4,0.0786,373.31,38.15,C10260
ORD-102175,2015-03-28,South,Louisiana,Corporate,Office Supplies,4,0.2927,251.26,37.4,C13498
ORD-102176,2014-03-27,West,Washington,Home Office,Furniture,1,0.1582,265.3,13.96,C10694
ORD-102177,2014-02-06,East,Virginia,Consumer,Furniture,5,0.3756,709.27,26.82,C12097
ORD-102178,2017-12-16,Central,Ohio,Corporate,Furniture,1,0.0244,197.06,11.74,C11219
ORD-102179,2016-02-06,Central,Wisconsin,Corporate,Office Supplies,1,0.0451,45.72,5.86,C13692
ORD-102180,2014-06-02,East,Florida,Consumer,Technology,1,0.1769,227.6,45.01,C13744
ORD-102181,2016-03-20,West,Nevada,Consumer,Furniture,1,0.1456,114.13,7.49,C10038
ORD-102182,2015-01-24,South,Tennessee,Corporate,Furniture,3,0.0167,570.52,64.17,C13430
ORD-102183,2016-04-11,East,NEW JERSEY,Home Office,Office Supplies,2,0.3344,99.31,3.99,C11269
ORD-102184,2014-04-06,West,California,Consumer,Office Supplies,4,0.0915,181.64,13.76,C13669
ORD-102185,2014-07-30,West,California,Corporate,Furniture,3,0.1008,461.56,76.56,C13571
ORD-102186,2016-11-09,West,Idaho,Corporate,Office Supplies,3,0.1091,217.06,29.13,C13867
ORD-102187,2017-08-02,West,Colorado,Home Office,Furniture,3,0.0475,437.39,,C11621
ORD-102188,2014-10-11,Central,Missouri,Corporate,Furniture,8,0.022,2109.13,-99.56,C11179
ORD-102189,2016-09-29,East,North Carolina,Home Office,Furniture,1,0.006,243.34,13.33,C13240
ORD-102190,2014-10-28,Central,Kansas,Consumer,Furniture,3,0.0367,894.86,78.5,C12365
ORD-102191,2017-04-22,East,New York,Consumer,Office Supplies,4,0.1129,135.36,22.83,C13130
ORD-102192,2014-10-13,South,Texas,Consumer,Office Supplies,3,0.1786,111.62,19.29,C12573
ORD-102193,2016-07-08,West,Arizona,Consumer,Office Supplies,4,0.0398,307.99,75.24,C11116
ORD-102194,2017-01-14,Central,Iowa,Consumer,Technology,3,0.1495,523.9,30.81,C13022
ORD-102195,2015-05-26,Central,Kansas,Corporate,Technology,2,0.0284,769.63,53.23,C10087
ORD-102196,2016-05-09,Central,Iowa,Home Office,Office Supplies,2,0.0407,230.35,45.69,C10598
ORD-102197,2016-10-14,Central,Iowa,Consumer,Furniture,2,0.021,335.6,15.31,C10888
ORD-102198,2017-01-08,South,Texas,Corporate,Office Supplies,4,0.1563,330.28,-42.97,C13818
ORD-102199,2014-11-30,East,Florida,Corporate,Technology,3,0.015,845.97,122.1,C11549
ORD-102200,2015-04-08,South,Oklahoma,Consumer,Furniture,2,0.0622,431.6,24.23,C12762
ORD-102201,2017-08-06,South,South Carolina,Consumer,Furniture,3,0.0175,884.21,-138.43,C12363
ORD-102202,2015-10-18,South,Tennessee,Consumer,Furniture,5,0.1092,598.31,83.8,C11341
ORD-102203,2017-11-05,Central,Kansas,Consumer,Office Supplies,3,0.074,192.98,-26.83,C13984
ORD-102204,2014-01-30,West,Colorado,Home Office,Furniture,7,0.102,2477.79,42.23,C12653
ORD-102205,2016-09-30,West,California,Corporate,Furniture,4,0.2606,521.47,35.25,C10608
ORD-102206,2014-04-07,South,LOUISIANA,Consumer,Office Supplies,3,0.0778,205.65,22.81,C12472
ORD-102207,2014-02-13,West,Washington,Consumer,Office Supplies,1,0.031,82.37,12.01,C12349
ORD-102208,2017-03-31,East,Massachusetts,Consumer,Furniture,2,0.1679,295.49,27.25,C13726
ORD-102209,2014-07-05,South,Texas,Consumer,Technology,7,0.0298,1784.82,164.92,C11807
ORD-102210,2017-11-11,West,Washington,Consumer,Office Supplies,2,0.0493,106.31,19.97,C10183
ORD-102211,2014-11-28,West,Washington,Consumer,Technology,3,0.174,569.62,60.49,C13255
ORD-102212,2014-12-21,Central,Iowa,Home Office,Office Supplies,2,0.078,131.46,16.42,C10275
ORD-102213,2017-01-21,Central,Wisconsin,Consumer,Office Supplies,2,0.1443,95.65,7.82,C12397
ORD-102214,2017-04-09,East,Florida,Consumer,Furniture,4,0.1709,546.83,-19.92,C10248
ORD-102215,2016-01-31,East,Georgia,Consumer,Furniture,1,0.113,346.23,13.51,C12225
ORD-102216,2014-03-26,South,Tennessee,Consumer,Technology,3,0.1548,700.45,96.09,C12690
ORD-102217,2015-06-16,Central,Minnesota,Corporate,Furniture,3,0.2032,364.13,17.58,C11990
ORD-102218,2016-04-21,East,North Carolina,Consumer,Office Supplies,1,0.1459,37.42,4.2,C10173
ORD-102219,2017-03-20,West,Idaho,Consumer,Furniture,2,0.1734,484.13,26.97,C11268
ORD-102220,2015-04-04,Central,Michigan,Consumer,Office Supplies,2,0.1659,165.88,25.59,C13724
ORD-102221,2015-07-18,East,Virginia,Consumer,Technology,3,0.1988,704.36,112.12,C11622
ORD-102222,2014-11-11,South,Alabama,Consumer,Technology,2,0.0203,386.13,46.35,C12891
ORD-102223,2014-04-02,West,Colorado,Home Office,Furniture,4,0.0739,816.36,58.07,C12930
ORD-102224,2016-08-21,West,Washington,Home Office,Office Supplies,4,0.1522,165.78,9.12,C12820
ORD-102225,2014-01-12,East,Georgia,Consumer,Office Supplies,2,0.0537,139.81,16.34,C13197
ORD-102226,2014-10-13,East,Pennsylvania,Consumer,Furniture,5,0.0902,626.01,82.93,C10950
ORD-102227,2016-01-08,West,Colorado,Consumer,Furniture,1,0.3705,118.77,2.58,C12399
ORD-102228,2015-05-06,East,Massachusetts,Consumer,Furniture,4,0.3282,368.38,-16.93,C10034
ORD-102229,2014-11-05,West,Colorado,Home Office,Furniture,4,,816.79,-10.61,C13361
ORD-102230,2016-02-04,Central,Illinois,Consumer,Office Supplies,1,0.1703,157.35,17.8,C13533
ORD-102231,2017-11-09,South,Tennessee,Consumer,Furniture,6,0.1165,1672.01,114.55,C12072
ORD-102232,2017-01-14,South,Tennessee,Corporate,Office Supplies,5,0.048,232.01,41.49,C11679
ORD-102233,2016-07-23,West,California,Corporate,Furniture,8,0.0338,1110.57,131.38,C11313
ORD-102234,2016-10-30,South,Tennessee,Consumer,Furniture,4,0.027,1079.6,50.48,C13386
ORD-102235,2016-07-01,East,Pennsylvania,Corporate,Office Supplies,4,0.0697,388.18,-30.41,C11556
ORD-102236,2016-12-02,West,Arizona,Corporate,Furniture,3,0.0068,452.55,-87.07,C10737
ORD-102237,2017-08-03,East,Massachusetts,Consumer,Technology,1,0.0507,120.9,22.61,C11009
ORD-102238,2015-01-26,East,North Carolina,Consumer,Technology,4,0.1376,1357.53,220.05,C13162
ORD-102239,2017-07-09,Central,Iowa,Corporate,Furniture,3,0.2064,922.51,58.33,C11314
ORD-102240,2014-04-24,Central,Minnesota,Consumer,Office Supplies,4,0.0861,191.77,37.2,C12237
ORD-102241,2017-03-02,Central,Missouri,Consumer,Furniture,3,0.0345,883.99,85.21,C11225
ORD-102242,2016-09-03,Central,Minnesota,Consumer,Furniture,5,0.0362,1024.73,81.36,C11293
ORD-102243,2015-04-25,West,Oregon,Consumer,Furniture,4,0.1123,697.93,-49.93,C12650
ORD-102244,2017-06-14,Central,Wisconsin,Corporate,Furniture,1,0.1095,323.76,25.09,C12529
ORD-102245,2015-03-22,East,Pennsylvania,Consumer,Technology,4,0.0168,668.7,131.98,C12994
ORD-102246,2016-09-21,East,New York,Corporate,Office Supplies,6,0.0628,541.21,,C13197
ORD-102247,2014-06-16,West,Colorado,Home Office,Office Supplies,1,0.0006,58.5,-2.61,C12115
ORD-102248,2017-06-09,Central,Missouri,Consumer,Furniture,3,0.0402,416.1,12.66,C12297
ORD-102249,2017-02-04,South,South Carolina,Consumer,Office Supplies,2,0.0877,126.42,22.89,C11982
ORD-102250,2016-04-25,South,Alabama,Consumer,Furniture,3,0.1219,834.91,78.57,C13569
ORD-102251,2017-09-25,East,New Jersey,Consumer,Office Supplies,6,0.2215,274.85,-49.46,C12312
ORD-102252,2014-08-09,West,Idaho,Consumer,Office Supplies,2,0.0184,139.01,19.46,C12946
ORD-102253,2016-11-06,East,Massachusetts,Consumer,Technology,1,0.0804,259.08,36.25,C13474
ORD-102254,2017-11-20,South,Alabama,Consumer,Technology,2,0.053,269.29,50.94,C10473
ORD-102255,2017-04-12,Central,Michigan,Consumer,Office Supplies,5,0.0929,384.47,52.02,C13011
ORD-102256,2017-06-01,South,Texas,Consumer,Office Supplies,2,0.1088,129.9,24.42,C10931
ORD-102257,2015-09-13,West,Nevada,Consumer,Office Supplies,5,0.0392,326.42,60.23,C10707
ORD-102258,2015-06-25,West,Arizona,Corporate,Furniture,2,0.1024,663.55,42.03,C12687
ORD-102259,2017-06-14,South,Alabama,Corporate,Office Supplies,2,0.0276,117.46,32.21,C12345
ORD-102260,2015-08-31,West,Nevada,Home Office,Technology,2,0.087,377.01,53.45,C13049
ORD-102261,2016-04-16,South,Arkansas,Home Office,Technology,2,0.2998,197.01,26.28,C13966
ORD-102262,2014-03-10,West,Colorado,Consumer,Office Supplies,4,0.0912,291.76,73.11,C10740
ORD-102263,2015-08-02,Central,Wisconsin,Corporate,Furniture,4,0.1113,487.59,32.69,C10202
ORD-102264,2017-07-18,Central,Minnesota,Corporate,Technology,4,0.2395,932.4,156.21,C11742
ORD-102265,2017-04-29,West,Utah,Consumer,Office Supplies,4,0.115,110.68,25.66,C12483
ORD-102266,2015-08-08,Central,Missouri,Home Office,Office Supplies,5,0.0821,341.83,66.21,C12180
ORD-102267,2014-03-18,East,North Carolina,Corporate,Office Supplies,5,0.0938,230.0,46.84,C10084
ORD-102268,2014-02-28,South,Arkansas,Corporate,Office Supplies,3,0.0609,183.12,32.56,C13458
ORD-102269,2014-03-11,South,Kentucky,Consumer,Office Supplies,3,0.1109,202.53,35.31,C12131
ORD-102270,2014-08-17,West,Utah,Consumer,Furniture,3,0.2149,687.53,45.23,C10100
ORD-102271,2015-03-13,East,Massachusetts,Consumer,Office Supplies,6,0.1078,259.46,25.92,C12858
ORD-102272,2014-09-16,East,Florida,Corporate,Office Supplies,4,0.0364,190.75,6.97,C12607
ORD-102273,2017-03-13,Central,Iowa,Corporate,Office Supplies,5,0.222,341.71,70.63,C13340
ORD-102274,2014-05-30,East,Pennsylvania,Consumer,Office Supplies,6,0.1158,406.53,81.82,C12605
